date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2017-01-03,sz.399622,2745.0260,2760.7210,2743.4730,2754.8860,2740.5940,232737297,2227303248.0000,0.009538,0.521500,1,
2017-01-04,sz.399622,2751.6780,2761.4420,2742.6290,2761.4420,2754.8860,218093720,2071799968.0000,0.008938,0.238000,1,
2017-01-05,sz.399622,2757.2460,2766.1500,2752.4780,2755.8090,2761.4420,268250704,2735981904.0000,0.010994,-0.204000,1,
2017-01-06,sz.399622,2752.1650,2774.7170,2749.6150,2766.4240,2755.8090,335867264,3014545488.0000,0.013756,0.385200,1,
2017-01-09,sz.399622,2767.0210,2804.6040,2766.2990,2804.6040,2766.4240,356631296,3223870416.0000,0.014607,1.380100,1,
2017-01-10,sz.399622,2808.3510,2817.9590,2791.9640,2800.9420,2804.6040,329652368,3512473072.0000,0.013502,-0.130600,1,
2017-01-11,sz.399622,2797.6540,2800.6450,2765.0210,2765.0210,2800.9420,301185616,3315275024.0000,0.012336,-1.282500,1,
2017-01-12,sz.399622,2762.0200,2771.4770,2735.0490,2735.0490,2765.0210,260452784,2847988960.0000,0.010668,-1.084000,1,
2017-01-13,sz.399622,2734.3430,2740.2210,2692.3160,2694.3900,2735.0490,223193162,2261904176.0000,0.009142,-1.486600,1,
2017-01-16,sz.399622,2694.7060,2694.7060,2560.7390,2623.0580,2694.3900,302750352,2806579200.0000,0.012400,-2.647400,1,
2017-01-17,sz.399622,2615.2010,2638.7310,2585.2610,2638.7310,2623.0580,219170892,2215005264.0000,0.008978,0.597500,1,
2017-01-18,sz.399622,2632.4150,2644.3820,2624.2880,2630.5810,2638.7310,169200079,1789988768.0000,0.006931,-0.308900,1,
2017-01-19,sz.399622,2621.4360,2640.2080,2611.9570,2627.6490,2630.5810,166484320,1774626832.0000,0.006819,-0.111500,1,
2017-01-20,sz.399622,2623.0930,2651.7870,2622.3580,2650.1940,2627.6490,165082264,1703666224.0000,0.006762,0.858000,1,
2017-01-23,sz.399622,2652.2180,2672.6290,2652.2180,2664.6160,2650.1940,160091501,1597687232.0000,0.006558,0.544200,1,
2017-01-24,sz.399622,2663.1110,2663.1110,2646.1520,2652.1580,2664.6160,159656023,1636381088.0000,0.006540,-0.467500,1,
2017-01-25,sz.399622,2645.9050,2663.6250,2641.3700,2662.0200,2652.1580,132669130,1347812512.0000,0.005434,0.371900,1,
2017-01-26,sz.399622,2663.1190,2674.1090,2660.3370,2674.0600,2662.0200,147424814,1458809808.0000,0.006022,0.452300,1,
2017-02-03,sz.399622,2676.9240,2679.4270,2663.3430,2672.8980,2674.0600,139367328,1552129584.0000,0.005693,-0.043500,1,
2017-02-06,sz.399622,2673.0290,2691.7970,2673.0290,2690.5130,2672.8980,188032614,2150521040.0000,0.007681,0.659000,1,
2017-02-07,sz.399622,2687.9740,2693.3960,2677.1650,2692.3440,2690.5130,162917358,1798849952.0000,0.006655,0.068100,1,
2017-02-08,sz.399622,2687.5690,2710.6640,2677.0960,2710.6640,2692.3440,192012565,2070911920.0000,0.007843,0.680500,1,
2017-02-09,sz.399622,2715.7260,2727.7490,2711.4640,2724.5870,2710.6640,232729045,2448412592.0000,0.009507,0.513600,1,
2017-02-10,sz.399622,2723.0550,2730.2670,2713.6760,2725.8120,2724.5870,227008471,2237032480.0000,0.009273,0.045000,1,
2017-02-13,sz.399622,2719.9730,2740.6300,2719.9730,2734.4670,2725.8120,222099863,2174703760.0000,0.009072,0.317500,1,
2017-02-14,sz.399622,2733.8510,2735.2140,2718.2440,2729.0460,2734.4670,202022877,1868679312.0000,0.008252,-0.198300,1,
2017-02-15,sz.399622,2726.8290,2763.8530,2723.1960,2733.2280,2729.0460,373057568,3431101248.0000,0.015239,0.153200,1,
2017-02-16,sz.399622,2729.0460,2749.3320,2727.6910,2747.6860,2733.2280,233414089,2264943152.0000,0.009535,0.529000,1,
2017-02-17,sz.399622,2748.7240,2752.7600,2714.6870,2719.9610,2747.6860,227522598,2186148960.0000,0.009294,-1.009000,1,
2017-02-20,sz.399622,2719.9890,2747.8030,2719.9890,2747.8030,2719.9610,225914833,2116192720.0000,0.009228,1.023600,1,
2017-02-21,sz.399622,2750.6170,2763.4910,2745.1310,2761.3530,2747.8030,260452284,2703928752.0000,0.010639,0.493100,1,
2017-02-22,sz.399622,2762.7400,2781.1890,2758.0850,2778.5330,2761.3530,260972913,2526026512.0000,0.010660,0.622200,1,
2017-02-23,sz.399622,2786.7000,2793.4490,2753.8530,2765.6930,2778.5330,364886656,3556143456.0000,0.014905,-0.462100,1,
2017-02-24,sz.399622,2762.9290,2773.8180,2755.0890,2773.8180,2765.6930,224900498,2299254240.0000,0.009187,0.293800,1,
2017-02-27,sz.399622,2794.1650,2794.1650,2755.3030,2759.1960,2773.8180,305955888,3012678784.0000,0.012498,-0.527100,1,
2017-02-28,sz.399622,2757.3140,2765.0770,2751.6790,2763.3480,2759.1960,246051908,2600723920.0000,0.010051,0.150500,1,
2017-03-01,sz.399622,2760.3800,2767.4920,2747.3580,2761.9680,2763.3480,225575520,2256119456.0000,0.009214,-0.049900,1,
2017-03-02,sz.399622,2760.3520,2775.0130,2732.9850,2735.7920,2761.9680,226902062,2267069040.0000,0.009269,-0.947700,1,
2017-03-03,sz.399622,2725.0750,2739.9460,2716.9350,2736.1610,2735.7920,188049936,1832209952.0000,0.007682,0.013500,1,
2017-03-06,sz.399622,2736.8050,2750.5630,2736.0960,2748.4900,2736.1610,183927866,1757363408.0000,0.007513,0.450600,1,
2017-03-07,sz.399622,2751.3650,2756.7100,2742.3680,2747.8630,2748.4900,208038616,2032749312.0000,0.008498,-0.022800,1,
