date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2017-01-03,sh.000828,2961.3000,2989.8050,2961.3000,2986.1290,2957.5780,2076499904,27086254848.0000,0.004791,0.965400,1,
2017-01-04,sh.000828,2984.6420,3009.5400,2979.3190,3009.0000,2986.1290,2316504800,29353923584.0000,0.005345,0.765900,1,
2017-01-05,sh.000828,3007.6040,3014.3420,3003.5070,3009.1480,3009.0000,2274433904,29482782976.0000,0.005248,0.004900,1,
2017-01-06,sh.000828,3005.9010,3009.2370,2986.4020,2987.0450,3009.1480,2312676400,28593956096.0000,0.005334,-0.734500,1,
2017-01-09,sh.000828,2984.0300,3011.9140,2980.7490,3011.5130,2987.0450,2417393696,30217438464.0000,0.005562,0.819100,1,
2017-01-10,sh.000828,3011.1840,3018.7430,2999.0810,3000.7580,3011.5130,2242707296,27799183360.0000,0.005160,-0.357100,1,
2017-01-11,sh.000828,2996.3670,3011.1280,2974.1380,2974.3310,3000.7580,2328589904,27748950016.0000,0.005357,-0.880700,1,
2017-01-12,sh.000828,2972.3350,2982.2250,2947.8790,2949.5950,2974.3310,1996275296,23466763520.0000,0.004593,-0.831700,1,
2017-01-13,sh.000828,2948.7210,2958.8040,2922.7580,2929.8310,2949.5950,2137614608,25601332224.0000,0.004918,-0.670100,1,
2017-01-16,sh.000828,2924.0910,2924.0970,2810.0620,2890.1750,2929.8310,3912734800,43918499840.0000,0.008996,-1.353500,1,
2017-01-17,sh.000828,2875.0380,2904.2290,2847.8500,2902.3820,2890.1750,1719381408,21585201152.0000,0.003953,0.422400,1,
2017-01-18,sh.000828,2895.0980,2912.2140,2886.9690,2894.8500,2902.3820,1726620000,19903957248.0000,0.003970,-0.259500,1,
2017-01-19,sh.000828,2888.7750,2909.8400,2883.3050,2888.9950,2894.8500,1499035504,17990843904.0000,0.003447,-0.202300,1,
2017-01-20,sh.000828,2878.5260,2925.1190,2878.4360,2918.2190,2888.9950,1854989296,21698253824.0000,0.004259,1.011600,1,
2017-01-23,sh.000828,2921.7110,2948.8200,2921.7110,2937.5920,2918.2190,1968783600,22571496448.0000,0.004516,0.663900,1,
2017-01-24,sh.000828,2934.9660,2936.4280,2922.6430,2926.6130,2937.5920,1433844096,16606800896.0000,0.003289,-0.373700,1,
2017-01-25,sh.000828,2922.9600,2937.2650,2920.9980,2934.6450,2926.6130,1384099904,16943354880.0000,0.003175,0.274400,1,
2017-01-26,sh.000828,2937.3720,2954.7190,2937.3720,2953.6920,2934.6450,1566293504,19292094720.0000,0.003593,0.649000,1,
2017-02-03,sh.000828,2953.7150,2956.5560,2937.5180,2940.1560,2953.6920,1327911008,17533579776.0000,0.002995,-0.458300,1,
2017-02-06,sh.000828,2938.9580,2955.9070,2931.3990,2954.5060,2940.1560,1630110608,20727167232.0000,0.003676,0.488100,1,
2017-02-07,sh.000828,2951.1440,2958.5670,2931.2020,2945.7650,2954.5060,1525811696,19776750848.0000,0.003441,-0.295900,1,
2017-02-08,sh.000828,2941.0820,2981.2590,2930.6930,2981.2360,2945.7650,2305361008,30002319872.0000,0.005199,1.204100,1,
2017-02-09,sh.000828,2976.3640,2997.8750,2974.4440,2995.3630,2981.2360,2847663696,34172294912.0000,0.006422,0.473900,1,
2017-02-10,sh.000828,2994.2410,3016.0110,2989.0230,3001.8650,2995.3630,3288896000,38941914112.0000,0.007408,0.217100,1,
2017-02-13,sh.000828,3006.5380,3029.3060,3006.0110,3021.2990,3001.8650,3225132400,39089997312.0000,0.007265,0.647400,1,
2017-02-14,sh.000828,3023.1580,3029.3690,3014.7140,3027.0890,3021.2990,2589601600,31988768000.0000,0.005837,0.191600,1,
2017-02-15,sh.000828,3021.0870,3031.3420,2987.4320,2993.1440,3027.0890,3026581904,37523087104.0000,0.006822,-1.121400,1,
2017-02-16,sh.000828,2990.8790,3021.1730,2988.5550,3020.5360,2993.1440,2841686000,31589591296.0000,0.006405,0.915200,1,
2017-02-17,sh.000828,3024.3970,3049.7690,3006.1890,3008.2500,3020.5360,4076942096,46680948480.0000,0.009189,-0.406700,1,
2017-02-20,sh.000828,3007.6740,3048.3620,3007.3000,3047.9840,3008.2500,3450894304,39748687360.0000,0.007778,1.320800,1,
2017-02-21,sh.000828,3053.9760,3074.7130,3050.4900,3074.1540,3047.9840,3335214496,39786515200.0000,0.007517,0.858600,1,
2017-02-22,sh.000828,3075.4710,3078.9250,3060.9450,3078.2620,3074.1540,2798070208,34859634432.0000,0.006306,0.133600,1,
2017-02-23,sh.000828,3074.6870,3076.9880,3041.4460,3056.8370,3078.2620,3114173696,37034162432.0000,0.007019,-0.696000,1,
2017-02-24,sh.000828,3050.0570,3063.6940,3046.4700,3062.2730,3056.8370,2523222896,30982430976.0000,0.005674,0.177800,1,
2017-02-27,sh.000828,3065.0300,3067.4280,3038.7150,3042.1650,3062.2730,2949810896,33709447424.0000,0.006634,-0.656600,1,
2017-02-28,sh.000828,3040.3080,3060.9700,3040.3060,3060.5280,3042.1650,2710133408,30558552832.0000,0.006095,0.603600,1,
2017-03-01,sh.000828,3057.7630,3084.2210,3053.0170,3070.7520,3060.5280,3798854208,43151691520.0000,0.008543,0.334100,1,
2017-03-02,sh.000828,3072.1380,3081.8890,3049.5260,3051.5960,3070.7520,3073100896,35607682560.0000,0.006911,-0.623800,1,
2017-03-03,sh.000828,3038.6540,3042.3000,3024.0890,3038.4800,3051.5960,2626009696,29583058944.0000,0.005905,-0.429800,1,
2017-03-06,sh.000828,3038.7750,3067.0970,3035.3900,3066.9780,3038.4800,2499875504,29834240256.0000,0.005622,0.937900,1,
2017-03-07,sh.000828,3066.4060,3067.6960,3048.8970,3062.8420,3066.9780,2503586896,29478993664.0000,0.005630,-0.134900,1,
2017-03-08,sh.000828,3063.1370,3063.2180,3039.4540,3046.0730,3062.8420,2215695296,26671149568.0000,0.004982,-0.547500,1,
2017-03-09,sh.000828,3040.9610,3040.9610,3009.6550,3019.7720,3046.0730,2381089104,26631839488.0000,0.005354,-0.863400,1,
2017-03-10,sh.000828,3019.7770,3028.5170,3011.1380,3013.9610,3019.7720,1971773200,23365553408.0000,0.004434,-0.192400,1,
2017-03-13,sh.000828,3009.7910,3049.9100,2996.6410,3049.8550,3013.9610,2747831408,32596819200.0000,0.006179,1.190900,1,
2017-03-14,sh.000828,3047.2030,3055.2720,3032.2220,3038.3960,3049.8550,2275492400,27786842880.0000,0.005117,-0.375700,1,
2017-03-15,sh.000828,3034.3470,3040.1850,3027.0060,3035.9100,3038.3960,2064499200,24953699072.0000,0.004642,-0.081800,1,
2017-03-16,sh.000828,3045.5390,3075.9310,3045.5390,3075.8940,3035.9100,3573379904,45671791616.0000,0.008035,1.317000,1,
2017-03-17,sh.000828,3077.7640,3081.0090,3030.6060,3031.6790,3075.8940,3200499200,40497023744.0000,0.007196,-1.437500,1,
2017-03-20,sh.000828,3032.4140,3036.1550,3002.5200,3024.6240,3031.6790,2627973200,31840153600.0000,0.005909,-0.232700,1,
2017-03-21,sh.000828,3022.7130,3026.9780,3014.6920,3025.2820,3024.6240,2493989200,31358161152.0000,0.005608,0.021800,1,
2017-03-22,sh.000828,3009.9700,3017.8270,2988.0140,2996.6280,3025.2820,2894415504,35951154432.0000,0.006508,-0.947200,1,
2017-03-23,sh.000828,2999.8760,3016.2300,2975.4340,3003.9990,2996.6280,2676499408,32608533248.0000,0.006018,0.246000,1,
2017-03-24,sh.000828,3004.3200,3037.3990,2995.6870,3030.7240,3003.9990,3508059008,42459437312.0000,0.007888,0.889700,1,
2017-03-27,sh.000828,3027.5090,3038.5520,3018.1190,3019.8220,3030.7240,2549144896,32028808704.0000,0.005713,-0.359700,1,
2017-03-28,sh.000828,3019.3900,3023.0210,3003.5730,3006.3020,3019.8220,2422932496,29637790208.0000,0.005430,-0.447700,1,
2017-03-29,sh.000828,3010.2670,3014.7950,2989.0000,2992.2500,3006.3020,2685973104,32678976256.0000,0.006020,-0.467400,1,
2017-03-30,sh.000828,2986.3680,2990.6210,2942.3350,2949.3160,2992.2500,2850787696,34294752768.0000,0.006389,-1.434800,1,
2017-03-31,sh.000828,2951.5120,2963.6570,2945.6660,2958.0980,2949.3160,2256382400,27030623488.0000,0.005057,0.297800,1,
2017-04-05,sh.000828,2969.6650,3019.1400,2969.6650,3019.0670,2958.0980,3755573104,42859256320.0000,0.008416,2.061100,1,
2017-04-06,sh.000828,3021.6810,3032.5350,3014.4450,3025.6160,3019.0670,3716631504,39786436352.0000,0.008329,0.216900,1,
2017-04-07,sh.000828,3025.3590,3041.3510,3018.4740,3033.5920,3025.6160,3428985104,39669997056.0000,0.007685,0.263600,1,
2017-04-10,sh.000828,3035.7900,3037.4490,3015.5080,3020.5950,3033.5920,3363821008,41479181824.0000,0.007538,-0.428400,1,
2017-04-11,sh.000828,3017.7970,3058.4590,3002.6110,3058.0990,3020.5950,4239112496,53795107328.0000,0.009485,1.241600,1,
2017-04-12,sh.000828,3067.2090,3078.3420,3051.6500,3059.6000,3058.0990,4571289344,56380724224.0000,0.010227,0.049100,1,
2017-04-13,sh.000828,3051.9750,3068.4030,3046.9280,3058.9220,3059.6000,3588407296,40134805504.0000,0.008022,-0.022200,1,
2017-04-14,sh.000828,3053.8280,3058.8040,3025.2730,3030.7300,3058.9220,2987488496,36631993600.0000,0.006679,-0.921600,1,
2017-04-17,sh.000828,3018.1190,3019.6290,2990.9760,3013.9510,3030.7300,2619119104,31388132608.0000,0.005855,-0.553600,1,
2017-04-18,sh.000828,3008.7520,3014.7720,2978.6350,2978.8630,3013.9510,2954525696,33178868736.0000,0.006586,-1.164200,1,
2017-04-19,sh.000828,2964.4850,2966.7850,2917.6620,2943.2500,2978.8630,3350587504,36832360192.0000,0.007469,-1.195500,1,
2017-04-20,sh.000828,2938.4640,2952.2800,2913.3520,2941.2740,2943.2500,2923412400,33318048512.0000,0.006517,-0.067100,1,
2017-04-21,sh.000828,2942.1230,2948.2110,2921.0750,2932.6300,2941.2740,2486195504,27956776192.0000,0.005542,-0.293900,1,
2017-04-24,sh.000828,2925.5490,2925.5490,2862.1480,2882.6870,2932.6300,3196169696,34798553600.0000,0.007125,-1.703000,1,
2017-04-25,sh.000828,2878.0080,2900.8780,2869.9280,2887.8680,2882.6870,2544058896,29129179136.0000,0.005671,0.179700,1,
2017-04-26,sh.000828,2885.1810,2908.2600,2881.4340,2890.0120,2887.8680,2708534096,30627412736.0000,0.006038,0.074200,1,
2017-04-27,sh.000828,2881.5000,2894.1370,2828.1520,2885.6860,2890.0120,3689013904,39753704704.0000,0.008223,-0.149700,1,
2017-04-28,sh.000828,2877.8620,2891.2470,2875.0180,2890.8980,2885.6860,2291091408,25196459520.0000,0.005107,0.180600,1,
2017-05-02,sh.000828,2882.0030,2883.8230,2866.2330,2872.8400,2890.8980,2266127296,24792929792.0000,0.005052,-0.624600,1,
2017-05-03,sh.000828,2864.0100,2875.9680,2847.9260,2858.5880,2872.8400,2383904800,27063752192.0000,0.005314,-0.496100,1,
2017-05-04,sh.000828,2846.6300,2866.2320,2829.7330,2843.4130,2858.5880,3023705104,32657025024.0000,0.006740,-0.530800,1,
2017-05-05,sh.000828,2828.9070,2828.9070,2791.1850,2792.4310,2843.4130,3280600208,36202736896.0000,0.007313,-1.793000,1,
2017-05-08,sh.000828,2777.5850,2785.6530,2750.2990,2763.5590,2792.4310,3465889696,37235426048.0000,0.007726,-1.033900,1,
2017-05-09,sh.000828,2752.6300,2775.8020,2742.7780,2770.6940,2763.5590,2096092304,23476369920.0000,0.004673,0.258200,1,
