date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2017-01-03,sz.000973,7.5100,7.6000,7.5100,7.5800,7.5000,6822705,51639906.0000,0.883222,1.066666,1,0
2017-01-04,sz.000973,7.5800,7.8700,7.5600,7.8000,7.5800,20737566,160980074.0000,2.143639,2.902378,1,0
2017-01-05,sz.000973,7.8300,8.0500,7.8100,7.9700,7.8000,28262952,224846951.0000,2.921537,2.179482,1,0
2017-01-06,sz.000973,7.9500,7.9500,7.8300,7.8600,7.9700,12910709,101693502.0000,1.334578,-1.380171,1,0
2017-01-09,sz.000973,7.8600,7.9600,7.8400,7.9300,7.8600,9806000,77418371.0000,1.013645,0.890581,1,0
2017-01-10,sz.000973,7.8800,7.9200,7.7500,7.7900,7.9300,10616366,82922774.0000,1.097412,-1.765446,1,0
2017-01-11,sz.000973,7.7900,7.8100,7.6900,7.6900,7.7900,7486715,57906092.0000,0.773901,-1.283696,1,0
2017-01-12,sz.000973,7.6900,7.7200,7.5700,7.5700,7.6900,7512694,57374698.0000,0.776586,-1.560467,1,0
2017-01-13,sz.000973,7.5700,7.6300,7.4200,7.4500,7.5700,8582292,64567427.0000,0.887150,-1.585210,1,0
2017-01-16,sz.000973,7.4700,7.4800,6.7100,7.0400,7.4500,19591766,139291380.0000,2.025198,-5.503354,1,0
2017-01-17,sz.000973,7.0200,7.1200,6.9100,7.1000,7.0400,9267421,65238315.0000,0.957972,0.852272,1,0
2017-01-18,sz.000973,7.0800,7.1200,7.0300,7.0300,7.1000,6100766,43203875.0000,0.630635,-0.985911,1,0
2017-01-19,sz.000973,7.0700,7.0700,6.9800,7.0200,7.0300,5291077,37163649.0000,0.546938,-0.142251,1,0
2017-01-20,sz.000973,7.0200,7.2000,7.0200,7.1700,7.0200,7967813,56851069.0000,0.823632,2.136754,1,0
2017-01-23,sz.000973,7.1800,7.2600,7.1600,7.1900,7.1700,7657520,55166379.0000,0.791557,0.278940,1,0
2017-01-24,sz.000973,7.1800,7.2200,7.1400,7.1400,7.1900,5005600,35894432.0000,0.517428,-0.695413,1,0
2017-01-25,sz.000973,7.0900,7.1900,7.0700,7.1600,7.1400,5577626,39860136.0000,0.576558,0.280112,1,0
2017-01-26,sz.000973,7.1400,7.2100,7.1400,7.2000,7.1600,5818046,41832445.0000,0.601411,0.558659,1,0
2017-02-03,sz.000973,7.2300,7.2500,7.1800,7.2000,7.2000,5254708,37896402.0000,0.543178,0.000000,1,0
2017-02-06,sz.000973,7.2100,7.2600,7.1800,7.2500,7.2000,5504233,39794875.0000,0.568972,0.694447,1,0
2017-02-07,sz.000973,7.2600,7.2600,7.1700,7.2000,7.2500,7452046,53714025.0000,0.770317,-0.689658,1,0
2017-02-08,sz.000973,7.2000,7.2400,7.1000,7.2400,7.2000,8711393,62408489.0000,0.900495,0.555555,1,0
2017-02-09,sz.000973,7.2200,7.4300,7.1900,7.3700,7.2400,15566323,114023449.0000,1.609089,1.795582,1,0
2017-02-10,sz.000973,7.3300,7.4000,7.3000,7.3600,7.3700,10286427,75589981.0000,1.063307,-0.135682,1,0
2017-02-13,sz.000973,7.3600,7.4600,7.3200,7.4500,7.3600,12129702,89774654.0000,1.253846,1.222822,1,0
2017-02-14,sz.000973,7.4400,7.4500,7.3600,7.4000,7.4500,7832586,57957306.0000,0.809653,-0.671137,1,0
2017-02-15,sz.000973,7.4100,7.4200,7.2900,7.3500,7.4000,10419943,76658086.0000,1.077108,-0.675678,1,0
2017-02-16,sz.000973,7.3400,7.4000,7.3000,7.4000,7.3500,8403390,61910408.0000,0.868657,0.680275,1,0
2017-02-17,sz.000973,7.4100,7.4200,7.3000,7.3200,7.4000,10085322,74113772.0000,1.042518,-1.081080,1,0
2017-02-20,sz.000973,7.3300,7.3900,7.2700,7.3800,7.3200,10973745,80441375.0000,1.134354,0.819671,1,0
2017-02-21,sz.000973,7.3800,7.4700,7.3400,7.4500,7.3800,13193694,97935315.0000,1.363830,0.948505,1,0
2017-02-22,sz.000973,7.4500,7.5200,7.4100,7.4800,7.4500,12310670,91825278.0000,1.272552,0.402687,1,0
2017-02-23,sz.000973,7.4700,7.6100,7.4100,7.5900,7.4800,17059336,127999520.0000,1.763421,1.470590,1,0
2017-02-24,sz.000973,7.6700,7.7700,7.4900,7.5400,7.5900,21254592,161707112.0000,2.197084,-0.658764,1,0
2017-02-27,sz.000973,7.5400,7.5600,7.3800,7.3900,7.5400,12210957,90915182.0000,1.262245,-1.989391,1,0
2017-02-28,sz.000973,7.4100,7.4500,7.3800,7.4300,7.3900,6766741,50125539.0000,0.699477,0.541272,1,0
2017-03-01,sz.000973,7.4100,7.4600,7.3900,7.4200,7.4300,8747668,64910359.0000,0.904245,-0.134586,1,0
2017-03-02,sz.000973,7.4400,7.5200,7.3600,7.4800,7.4200,14035803,104592347.0000,1.450879,0.808625,1,0
2017-03-03,sz.000973,7.7000,8.2300,7.6100,8.2300,7.4800,43873360,352254208.0000,4.535183,10.026730,1,0
2017-03-06,sz.000973,8.7000,9.0500,8.5200,9.0500,8.2300,197068088,1741729472.0000,20.370901,9.963556,1,0
2017-03-07,sz.000973,8.9800,8.9800,8.5900,8.7000,9.0500,137887217,1205423008.0000,14.253382,-3.867408,1,0
2017-03-08,sz.000973,8.6100,8.7800,8.4800,8.5700,8.7000,90975547,783686272.0000,9.404130,-1.494254,1,0
2017-03-09,sz.000973,8.5800,9.3900,8.4100,9.0600,8.5700,163850764,1454882032.0000,16.937231,5.717628,1,0
2017-03-10,sz.000973,8.8300,9.2600,8.8100,8.8700,9.0600,129959947,1170759888.0000,13.433942,-2.097136,1,0
2017-03-13,sz.000973,8.7100,9.3000,8.6100,9.0700,8.8700,119724241,1080684192.0000,12.375878,2.254789,1,0
