数据由预测者网(www.yucezhe.com)整理，任何问题请联系官方微信:yucezhekefu，或者官方QQ:730809289
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600002,sh600002,1998-05-06,5.52,5.6,5.49,5.52,5.52,5039252,27813000.0
sh600002,sh600002,1998-05-07,5.52,5.58,5.45,5.45,5.52,6136838,33695348.0
sh600002,sh600002,1998-05-08,5.45,5.57,5.44,5.51,5.45,6574496,35987599.0
sh600002,sh600002,1998-05-11,5.51,5.61,5.46,5.53,5.51,7671915,42327938.0
sh600002,sh600002,1998-05-12,5.53,5.8,5.38,5.55,5.53,16442253,92691518.0
sh600002,sh600002,1998-05-13,5.55,5.55,5.43,5.48,5.55,8011007,43750579.0
sh600002,sh600002,1998-05-14,5.48,5.67,5.46,5.51,5.48,5164568,28589027.0
sh600002,sh600002,1998-05-15,5.52,5.6,5.49,5.53,5.51,4587150,25430683.0
sh600002,sh600002,1998-05-18,5.58,5.65,5.49,5.51,5.53,4268102,23722430.0
sh600002,sh600002,1998-05-19,5.51,5.52,5.42,5.43,5.51,4112192,22400424.0
sh600002,sh600002,1998-05-20,5.43,5.48,5.37,5.39,5.43,3380650,18220881.0
sh600002,sh600002,1998-05-21,5.4,5.4,5.29,5.35,5.39,4453816,23743186.0
sh600002,sh600002,1998-05-22,5.36,5.43,5.35,5.36,5.35,3239098,17370342.0
sh600002,sh600002,1998-05-25,5.36,5.58,5.27,5.52,5.36,20049356,108728010.0
sh600002,sh600002,1998-05-26,5.53,5.55,5.42,5.44,5.52,8086061,44206247.0
sh600002,sh600002,1998-05-27,5.44,5.58,5.38,5.42,5.44,4945340,26894173.0
sh600002,sh600002,1998-05-28,5.4,5.47,5.33,5.36,5.42,3793148,20374542.0
sh600002,sh600002,1998-05-29,5.36,5.48,5.35,5.4,5.36,3962799,21340466.0
sh600002,sh600002,1998-06-01,5.4,5.42,5.31,5.33,5.4,3605314,19238268.0
sh600002,sh600002,1998-06-02,5.33,5.34,5.3,5.33,5.33,2835288,15049672.0
sh600002,sh600002,1998-06-03,5.32,5.34,5.29,5.31,5.33,2728223,14492654.0
sh600002,sh600002,1998-06-04,5.31,5.33,5.28,5.3,5.31,2893750,15336046.0
sh600002,sh600002,1998-06-05,5.3,5.38,5.29,5.32,5.3,2444989,13003231.0
sh600002,sh600002,1998-06-08,5.33,5.34,5.26,5.26,5.32,2686705,14202409.0
sh600002,sh600002,1998-06-09,5.26,5.28,5.16,5.18,5.26,4307250,22446765.0
sh600002,sh600002,1998-06-10,5.18,5.22,5.16,5.19,5.18,2300333,11919802.0
sh600002,sh600002,1998-06-11,5.18,5.2,5.12,5.15,5.19,2894850,14902157.0
sh600002,sh600002,1998-06-12,5.21,5.23,5.15,5.18,5.15,4060604,20983404.0
sh600002,sh600002,1998-06-15,5.18,5.18,5.08,5.1,5.18,3904060,19953455.0
sh600002,sh600002,1998-06-16,5.1,5.1,5.01,5.04,5.1,4516124,22759953.0
sh600002,sh600002,1998-06-17,5.04,5.11,5.02,5.05,5.04,2174230,10974029.0
sh600002,sh600002,1998-06-18,5.06,5.46,5.06,5.24,5.05,5990237,31704597.0
sh600002,sh600002,1998-06-19,5.25,5.27,5.13,5.19,5.24,2696970,13950065.0
sh600002,sh600002,1998-06-22,5.19,5.2,5.09,5.12,5.19,2669744,13674283.0
sh600002,sh600002,1998-06-23,5.13,5.18,5.08,5.13,5.12,2075820,10583045.0
sh600002,sh600002,1998-06-24,5.13,5.15,5.07,5.12,5.13,1874706,9585378.0
sh600002,sh600002,1998-06-25,5.13,5.15,5.05,5.07,5.12,1695038,8614525.0
sh600002,sh600002,1998-06-26,5.08,5.15,5.05,5.11,5.07,2200060,11188567.0
sh600002,sh600002,1998-06-29,5.12,5.15,5.04,5.06,5.11,1736342,8803650.0
sh600002,sh600002,1998-06-30,5.22,5.22,5.05,5.06,5.06,754250,3828266.0
sh600002,sh600002,1998-07-01,5.15,5.17,5.04,5.05,5.06,2633150,13366760.0
sh600002,sh600002,1998-07-02,5.05,5.17,5.04,5.12,5.05,2158138,10965718.0
sh600002,sh600002,1998-07-03,5.12,5.27,5.1,5.18,5.12,4374609,22759367.0
sh600002,sh600002,1998-07-06,5.3,5.35,5.21,5.23,5.18,4694263,24818404.0
sh600002,sh600002,1998-07-07,5.28,5.28,5.15,5.18,5.23,1549427,8055000.0
sh600002,sh600002,1998-07-08,5.18,5.3,5.18,5.25,5.18,1609535,8451338.0
sh600002,sh600002,1998-07-09,5.26,5.37,5.21,5.33,5.25,4421733,23513643.0
sh600002,sh600002,1998-07-10,5.35,5.39,5.27,5.31,5.33,2982490,15913886.0
sh600002,sh600002,1998-07-13,5.35,5.41,5.3,5.32,5.31,3131676,16777317.0
sh600002,sh600002,1998-07-14,5.35,5.35,5.09,5.14,5.32,3698431,19206209.0
sh600002,sh600002,1998-07-15,5.2,5.34,5.13,5.26,5.14,2800200,14747126.0
sh600002,sh600002,1998-07-16,5.3,5.37,5.23,5.33,5.26,4160596,22122251.0
sh600002,sh600002,1998-07-17,5.33,5.43,5.28,5.38,5.33,8638980,46488016.0
sh600002,sh600002,1998-07-20,5.39,5.45,5.21,5.29,5.38,4320324,23083220.0
sh600002,sh600002,1998-07-21,5.28,5.35,5.2,5.3,5.29,1634598,8619210.0
sh600002,sh600002,1998-07-22,5.3,5.36,5.2,5.23,5.3,1633500,8604809.0
sh600002,sh600002,1998-07-23,5.24,5.3,5.21,5.25,5.23,1130917,5940164.0
sh600002,sh600002,1998-07-24,5.29,5.32,5.2,5.24,5.25,1841000,9633844.0
sh600002,sh600002,1998-07-27,5.24,5.24,5.16,5.18,5.24,1841401,9538888.0
sh600002,sh600002,1998-07-28,5.18,5.25,5.16,5.18,5.18,1110747,5757750.0
sh600002,sh600002,1998-07-29,5.3,5.42,5.28,5.3,5.18,5204350,27811075.0
sh600002,sh600002,1998-07-30,5.33,5.42,5.3,5.35,5.3,4747714,25500895.0
sh600002,sh600002,1998-07-31,5.3,5.36,5.28,5.3,5.35,1536000,8159843.0
sh600002,sh600002,1998-08-03,5.3,5.32,5.22,5.23,5.3,1765500,9261706.0
sh600002,sh600002,1998-08-04,5.21,5.21,5.17,5.2,5.23,1231988,6390349.0
sh600002,sh600002,1998-08-05,5.21,5.25,5.16,5.21,5.2,1441257,7477459.0
sh600002,sh600002,1998-08-06,5.23,5.26,5.15,5.16,5.21,1260400,6522333.0
sh600002,sh600002,1998-08-07,5.15,5.15,5.11,5.11,5.16,2211800,11327579.0
sh600002,sh600002,1998-08-10,5.1,5.1,5.02,5.05,5.11,2764750,13958674.0
sh600002,sh600002,1998-08-11,5.05,5.1,4.98,5.01,5.05,2290250,11505960.0
sh600002,sh600002,1998-08-12,5.0,5.01,4.78,4.9,5.01,4022800,19695300.0
sh600002,sh600002,1998-08-13,4.9,4.99,4.87,4.94,4.9,3022809,14923094.0
sh600002,sh600002,1998-08-14,4.94,4.95,4.8,4.81,4.94,2261393,10961267.0
sh600002,sh600002,1998-08-17,4.79,4.79,4.33,4.33,4.81,3061855,13718308.0
sh600002,sh600002,1998-08-18,4.25,4.51,4.18,4.32,4.33,3134750,13760423.0
sh600002,sh600002,1998-08-19,4.32,4.52,4.31,4.5,4.32,3589544,15996814.0
sh600002,sh600002,1998-08-20,4.5,4.52,4.4,4.49,4.5,3460639,15422268.0
sh600002,sh600002,1998-08-21,4.5,4.69,4.48,4.67,4.49,4680944,21462691.0
sh600002,sh600002,1998-08-24,4.66,4.73,4.57,4.59,4.67,4202743,19492359.0
sh600002,sh600002,1998-08-25,4.57,4.58,4.48,4.53,4.59,1890417,8545145.0
sh600002,sh600002,1998-08-26,4.5,4.54,4.47,4.48,4.53,1322099,5950807.0
sh600002,sh600002,1998-08-27,4.46,4.47,4.36,4.36,4.48,1795274,7891369.0
sh600002,sh600002,1998-08-28,4.35,4.46,4.32,4.39,4.36,1087050,4768417.0
sh600002,sh600002,1998-08-31,4.38,4.41,4.11,4.4,4.39,2093672,8941778.0
sh600002,sh600002,1998-09-01,4.3,4.65,4.3,4.48,4.4,4566215,20640726.0
sh600002,sh600002,1998-09-02,4.45,4.56,4.41,4.5,4.48,2076377,9339778.0
sh600002,sh600002,1998-09-03,4.5,4.52,4.45,4.47,4.5,1531195,6881840.0
sh600002,sh600002,1998-09-04,4.48,4.52,4.46,4.49,4.47,1168720,5247122.0
sh600002,sh600002,1998-09-07,4.5,4.54,4.46,4.52,4.49,1258580,5652656.0
sh600002,sh600002,1998-09-08,4.5,4.52,4.41,4.42,4.52,1445400,6460206.0
sh600002,sh600002,1998-09-09,4.4,4.49,4.38,4.48,4.42,1281729,5650987.0
sh600002,sh600002,1998-09-10,4.48,4.57,4.47,4.54,4.48,3489141,15769907.0
sh600002,sh600002,1998-09-11,4.55,4.62,4.53,4.54,4.54,2758350,12602321.0
sh600002,sh600002,1998-09-14,4.55,4.57,4.47,4.55,4.54,2816316,12729572.0
sh600002,sh600002,1998-09-15,4.55,4.64,4.54,4.57,4.55,3024275,13881202.0
sh600002,sh600002,1998-09-16,4.58,4.78,4.58,4.65,4.57,4779079,22371469.0
sh600002,sh600002,1998-09-17,4.7,4.73,4.52,4.56,4.65,3348309,15497672.0
sh600002,sh600002,1998-09-18,4.58,4.6,4.42,4.44,4.56,3006000,13529998.0
sh600002,sh600002,1998-09-21,4.42,4.48,4.38,4.44,4.44,1379088,6087507.0
sh600002,sh600002,1998-09-22,4.46,4.6,4.45,4.5,4.44,1872402,8479390.0
sh600002,sh600002,1998-09-23,4.5,4.65,4.5,4.6,4.5,3327410,15272550.0
sh600002,sh600002,1998-09-24,4.6,4.6,4.39,4.4,4.6,2698271,12031389.0
sh600002,sh600002,1998-09-25,4.4,4.52,4.38,4.5,4.4,1128772,5039585.0
sh600002,sh600002,1998-09-28,4.61,4.94,4.56,4.82,4.5,12005792,57354196.0
sh600002,sh600002,1998-09-29,4.83,4.9,4.68,4.71,4.82,8455526,40499040.0
sh600002,sh600002,1998-09-30,4.72,4.83,4.68,4.77,4.71,3477103,16539705.0
sh600002,sh600002,1998-10-05,4.8,4.83,4.68,4.7,4.77,1745756,8255176.0
sh600002,sh600002,1998-10-06,4.73,4.75,4.6,4.6,4.7,2339369,10937395.0
sh600002,sh600002,1998-10-07,4.6,4.63,4.56,4.57,4.6,1241500,5692856.0
sh600002,sh600002,1998-10-08,4.56,4.62,4.56,4.59,4.57,1245480,5712164.0
sh600002,sh600002,1998-10-09,4.6,4.6,4.51,4.55,4.59,2033715,9241830.0
sh600002,sh600002,1998-10-12,4.54,4.57,4.46,4.55,4.55,1670530,7520229.0
sh600002,sh600002,1998-10-13,4.56,4.6,4.48,4.48,4.55,1315268,5936809.0
sh600002,sh600002,1998-10-14,4.47,4.54,4.42,4.48,4.48,1294348,5800502.0
sh600002,sh600002,1998-10-15,4.48,4.52,4.45,4.48,4.48,1188450,5324470.0
sh600002,sh600002,1998-10-16,4.5,4.55,4.48,4.51,4.48,1546727,6970489.0
sh600002,sh600002,1998-10-19,4.5,4.59,4.5,4.59,4.51,1422351,6460845.0
sh600002,sh600002,1998-10-20,4.58,4.62,4.53,4.53,4.59,1073900,4905462.0
sh600002,sh600002,1998-10-21,4.53,4.53,4.4,4.41,4.53,2170150,9632467.0
sh600002,sh600002,1998-10-22,4.35,4.45,4.34,4.38,4.41,1498220,6546414.0
sh600002,sh600002,1998-10-23,4.4,4.6,4.37,4.42,4.38,1769850,7949190.0
sh600002,sh600002,1998-10-26,4.4,4.53,4.35,4.41,4.42,1283700,5685328.0
sh600002,sh600002,1998-10-27,4.42,4.47,4.39,4.4,4.41,817700,3614043.0
sh600002,sh600002,1998-10-28,4.43,4.48,4.39,4.43,4.4,1548348,6852945.0
sh600002,sh600002,1998-10-29,4.46,4.46,4.36,4.37,4.43,1563407,6844793.0
sh600002,sh600002,1998-10-30,4.37,4.42,4.36,4.37,4.37,1208347,5282603.0
sh600002,sh600002,1998-11-02,4.37,4.4,4.3,4.4,4.37,1537374,6650678.0
sh600002,sh600002,1998-11-03,4.4,4.4,4.34,4.4,4.4,867507,3790742.0
sh600002,sh600002,1998-11-04,4.39,4.42,4.33,4.42,4.4,1029350,4481574.0
sh600002,sh600002,1998-11-05,4.42,4.49,4.35,4.45,4.42,1402638,6193961.0
sh600002,sh600002,1998-11-06,4.47,4.53,4.43,4.52,4.45,2242387,10030530.0
sh600002,sh600002,1998-11-09,4.53,4.67,4.52,4.6,4.52,3757559,17333594.0
sh600002,sh600002,1998-11-10,4.6,4.68,4.55,4.64,4.6,2758777,12710182.0
sh600002,sh600002,1998-11-11,4.64,4.64,4.53,4.63,4.64,1380943,6308831.0
sh600002,sh600002,1998-11-12,4.6,4.68,4.5,4.68,4.63,5094193,23463345.0
sh600002,sh600002,1998-11-13,4.67,4.67,4.59,4.63,4.68,2370876,10956752.0
sh600002,sh600002,1998-11-16,4.63,4.64,4.55,4.62,4.63,1342200,6170726.0
sh600002,sh600002,1998-11-17,4.62,4.77,4.62,4.67,4.62,3060484,14362089.0
sh600002,sh600002,1998-11-18,4.65,4.66,4.55,4.55,4.67,1286300,5930384.0
sh600002,sh600002,1998-11-19,4.58,4.65,4.54,4.57,4.55,1008800,4612706.0
sh600002,sh600002,1998-11-20,4.55,4.56,4.5,4.51,4.57,851200,3846369.0
sh600002,sh600002,1998-11-23,4.51,4.6,4.5,4.52,4.51,1224090,5545055.0
sh600002,sh600002,1998-11-24,4.52,4.59,4.5,4.51,4.52,1112530,5051304.0
sh600002,sh600002,1998-11-25,4.53,4.55,4.46,4.47,4.51,944500,4255705.0
sh600002,sh600002,1998-11-26,4.45,4.49,4.42,4.43,4.47,1056400,4709717.0
sh600002,sh600002,1998-11-27,4.44,4.46,4.4,4.41,4.43,716458,3173674.0
sh600002,sh600002,1998-11-30,4.4,4.43,4.39,4.43,4.41,720071,3173034.0
sh600002,sh600002,1998-12-01,4.44,4.48,4.38,4.38,4.43,626490,2754337.0
sh600002,sh600002,1998-12-02,4.38,4.39,4.35,4.37,4.38,818000,3575916.0
sh600002,sh600002,1998-12-03,4.4,4.4,4.37,4.38,4.37,649700,2846058.0
sh600002,sh600002,1998-12-04,4.38,4.38,4.32,4.34,4.38,879200,3827729.0
sh600002,sh600002,1998-12-07,4.38,4.46,4.36,4.37,4.34,713300,3127994.0
sh600002,sh600002,1998-12-08,4.37,4.5,4.36,4.46,4.37,722100,3184436.0
sh600002,sh600002,1998-12-09,4.46,4.52,4.4,4.51,4.46,1294293,5793026.0
sh600002,sh600002,1998-12-10,4.51,4.54,4.39,4.42,4.51,668950,2969701.0
sh600002,sh600002,1998-12-11,4.4,4.62,4.36,4.56,4.42,2562405,11595279.0
sh600002,sh600002,1998-12-14,4.58,4.67,4.52,4.53,4.56,3800649,17541887.0
sh600002,sh600002,1998-12-15,4.52,4.57,4.43,4.55,4.53,1926680,8654951.0
sh600002,sh600002,1998-12-16,4.55,4.55,4.46,4.47,4.55,448800,2018015.0
sh600002,sh600002,1998-12-17,4.45,4.46,4.36,4.38,4.47,1022098,4513883.0
sh600002,sh600002,1998-12-18,4.38,4.44,4.38,4.39,4.38,778534,3422992.0
sh600002,sh600002,1998-12-21,4.39,4.44,4.38,4.39,4.39,588025,2588257.0
sh600002,sh600002,1998-12-22,4.42,4.47,4.39,4.47,4.39,627950,2787850.0
sh600002,sh600002,1998-12-23,4.47,4.47,4.4,4.42,4.47,540899,2390396.0
sh600002,sh600002,1998-12-24,4.46,4.46,4.38,4.39,4.42,598750,2634180.0
sh600002,sh600002,1998-12-25,4.39,4.48,4.38,4.45,4.39,790658,3497783.0
sh600002,sh600002,1998-12-28,4.44,4.48,4.38,4.39,4.45,705042,3101971.0
sh600002,sh600002,1998-12-29,4.39,4.4,4.34,4.34,4.39,864150,3774948.0
sh600002,sh600002,1998-12-30,4.36,4.37,4.28,4.3,4.34,2164100,9355731.0
sh600002,sh600002,1998-12-31,4.32,4.36,4.31,4.33,4.3,673850,2918370.0
sh600002,sh600002,1999-01-04,4.31,4.42,4.27,4.3,4.33,568500,2466238.0
sh600002,sh600002,1999-01-05,4.3,4.3,4.2,4.25,4.3,875500,3711168.0
sh600002,sh600002,1999-01-06,4.26,4.31,4.25,4.27,4.25,574500,2456470.0
sh600002,sh600002,1999-01-07,4.27,4.35,4.23,4.3,4.27,513150,2191912.0
sh600002,sh600002,1999-01-08,4.34,4.38,4.27,4.36,4.3,945700,4101222.0
sh600002,sh600002,1999-01-11,4.34,4.39,4.32,4.36,4.36,627850,2729424.0
sh600002,sh600002,1999-01-12,4.35,4.38,4.29,4.3,4.36,700400,3021188.0
sh600002,sh600002,1999-01-13,4.33,4.42,4.27,4.35,4.3,1457058,6320653.0
sh600002,sh600002,1999-01-14,4.35,4.42,4.31,4.33,4.35,545890,2379758.0
sh600002,sh600002,1999-01-15,4.4,4.56,4.4,4.49,4.33,7258553,32732123.0
sh600002,sh600002,1999-01-18,4.51,4.53,4.45,4.51,4.49,2532639,11386597.0
sh600002,sh600002,1999-01-19,4.5,4.52,4.44,4.47,4.51,1630600,7299020.0
sh600002,sh600002,1999-01-20,4.47,4.64,4.45,4.47,4.47,2406852,10981195.0
sh600002,sh600002,1999-01-21,4.47,4.5,4.44,4.49,4.47,1179709,5267475.0
sh600002,sh600002,1999-01-22,4.51,4.62,4.45,4.53,4.49,2403030,10920882.0
sh600002,sh600002,1999-01-25,4.55,4.63,4.47,4.47,4.53,2782808,12681899.0
sh600002,sh600002,1999-01-26,4.48,4.49,4.38,4.4,4.47,1642800,7278425.0
sh600002,sh600002,1999-01-27,4.4,4.46,4.38,4.43,4.4,1217200,5380567.0
sh600002,sh600002,1999-01-28,4.43,4.45,4.34,4.38,4.43,1183850,5196460.0
sh600002,sh600002,1999-01-29,4.4,4.4,4.34,4.37,4.38,959640,4185168.0
sh600002,sh600002,1999-02-01,4.37,4.37,4.28,4.3,4.37,1205500,5194891.0
sh600002,sh600002,1999-02-02,4.3,4.34,4.29,4.32,4.3,580215,2501215.0
sh600002,sh600002,1999-02-03,4.32,4.32,4.27,4.27,4.32,787100,3375499.0
sh600002,sh600002,1999-02-04,4.28,4.36,4.23,4.26,4.27,1179891,5018305.0
sh600002,sh600002,1999-02-05,4.25,4.25,4.17,4.19,4.26,1484900,6246695.0
sh600002,sh600002,1999-02-08,4.18,4.19,4.12,4.13,4.19,1009100,4189977.0
sh600002,sh600002,1999-02-09,4.15,4.28,4.15,4.2,4.13,1049284,4385912.0
sh600002,sh600002,1999-03-01,4.2,4.26,4.16,4.23,4.2,676150,2846906.0
sh600002,sh600002,1999-03-02,4.23,4.26,4.2,4.24,4.23,416400,1759661.0
sh600002,sh600002,1999-03-03,4.24,4.32,4.21,4.31,4.24,1057004,4533687.0
sh600002,sh600002,1999-03-04,4.31,4.32,4.26,4.27,4.31,606400,2597250.0
sh600002,sh600002,1999-03-05,4.35,4.35,4.27,4.3,4.27,654201,2817567.0
sh600002,sh600002,1999-03-08,4.3,4.35,4.25,4.34,4.3,949994,4063860.0
sh600002,sh600002,1999-03-09,4.32,4.33,4.28,4.29,4.34,626750,2692124.0
sh600002,sh600002,1999-03-10,4.3,4.3,4.24,4.29,4.29,765496,3270820.0
sh600002,sh600002,1999-03-11,4.27,4.34,4.25,4.31,4.29,1129597,4864246.0
sh600002,sh600002,1999-03-12,4.32,4.38,4.28,4.33,4.31,1690413,7310203.0
sh600002,sh600002,1999-03-15,4.33,4.37,4.31,4.33,4.33,1265100,5492754.0
sh600002,sh600002,1999-03-16,4.33,4.48,4.27,4.44,4.33,3304394,14486777.0
sh600002,sh600002,1999-03-17,4.45,4.78,4.4,4.53,4.44,10958167,50263705.0
sh600002,sh600002,1999-03-18,4.52,4.57,4.45,4.45,4.53,3685561,16580906.0
sh600002,sh600002,1999-03-19,4.45,4.6,4.4,4.58,4.45,4087221,18412215.0
sh600002,sh600002,1999-03-22,4.6,4.77,4.6,4.71,4.58,10778137,50667701.0
sh600002,sh600002,1999-03-23,4.7,4.72,4.59,4.64,4.71,2921725,13512740.0
sh600002,sh600002,1999-03-24,4.64,4.68,4.54,4.55,4.64,2023700,9283683.0
sh600002,sh600002,1999-03-25,4.55,4.58,4.48,4.48,4.55,1846700,8363864.0
sh600002,sh600002,1999-03-26,4.47,4.55,4.46,4.54,4.48,1607920,7230142.0
sh600002,sh600002,1999-03-29,4.54,4.63,4.5,4.6,4.54,2020939,9244426.0
sh600002,sh600002,1999-03-30,4.6,4.69,4.45,4.49,4.6,2152700,9856776.0
sh600002,sh600002,1999-03-31,4.47,4.53,4.46,4.5,4.49,1104721,4954897.0
sh600002,sh600002,1999-04-01,4.53,4.58,4.48,4.5,4.5,1153500,5210665.0
sh600002,sh600002,1999-04-02,4.52,4.64,4.49,4.59,4.5,2773513,12701944.0
sh600002,sh600002,1999-04-05,4.64,4.7,4.6,4.63,4.59,2525886,11744410.0
sh600002,sh600002,1999-04-06,4.68,4.68,4.58,4.62,4.63,2244516,10399162.0
sh600002,sh600002,1999-04-07,4.62,4.83,4.6,4.8,4.62,11148306,52939491.0
sh600002,sh600002,1999-04-08,4.83,4.85,4.7,4.76,4.8,6400049,30575001.0
sh600002,sh600002,1999-04-09,4.75,4.82,4.68,4.75,4.76,4117819,19541310.0
sh600002,sh600002,1999-04-12,4.75,4.94,4.72,4.84,4.75,9480256,46138981.0
sh600002,sh600002,1999-04-13,4.82,4.83,4.65,4.69,4.84,3572350,16905409.0
sh600002,sh600002,1999-04-14,4.67,4.7,4.55,4.59,4.69,2633565,12147703.0
sh600002,sh600002,1999-04-15,4.58,4.65,4.54,4.54,4.59,2138600,9792528.0
sh600002,sh600002,1999-04-16,4.58,4.6,4.54,4.57,4.54,1830030,8357933.0
sh600002,sh600002,1999-04-19,4.57,4.57,4.45,4.49,4.57,1601800,7205978.0
sh600002,sh600002,1999-04-20,4.47,4.57,4.47,4.56,4.49,1342305,6069780.0
sh600002,sh600002,1999-04-21,4.6,4.6,4.44,4.46,4.56,2242800,10082244.0
sh600002,sh600002,1999-04-22,4.44,4.45,4.35,4.39,4.46,2330805,10241848.0
sh600002,sh600002,1999-04-23,4.4,4.56,4.4,4.47,4.39,1349671,6034341.0
sh600002,sh600002,1999-04-26,4.5,4.53,4.37,4.4,4.47,1330900,5931157.0
sh600002,sh600002,1999-04-27,4.4,4.42,4.3,4.34,4.4,2390527,10371719.0
sh600002,sh600002,1999-04-28,4.38,4.48,4.3,4.32,4.34,1343690,5875571.0
sh600002,sh600002,1999-04-29,4.35,4.42,4.34,4.41,4.32,1118003,4910634.0
sh600002,sh600002,1999-04-30,4.41,4.46,4.4,4.42,4.41,1004098,4437783.0
sh600002,sh600002,1999-05-04,4.42,4.43,4.35,4.36,4.42,663824,2905742.0
sh600002,sh600002,1999-05-05,4.37,4.46,4.34,4.39,4.36,596434,2617600.0
sh600002,sh600002,1999-05-06,4.4,4.47,4.4,4.42,4.39,736525,3259163.0
sh600002,sh600002,1999-05-07,4.42,4.43,4.34,4.35,4.42,909500,3979434.0
sh600002,sh600002,1999-05-10,4.3,4.32,4.05,4.09,4.35,4184900,17445244.0
sh600002,sh600002,1999-05-11,4.12,4.21,4.12,4.19,4.09,2478450,10294379.0
sh600002,sh600002,1999-05-12,4.2,4.23,4.14,4.15,4.19,1041247,4347126.0
sh600002,sh600002,1999-05-13,4.16,4.21,4.12,4.14,4.15,911118,3793643.0
sh600002,sh600002,1999-05-14,4.15,4.16,4.0,4.03,4.14,2278600,9257770.0
sh600002,sh600002,1999-05-17,4.03,4.08,3.99,4.04,4.03,856294,3454720.0
sh600002,sh600002,1999-05-18,4.05,4.07,3.99,3.99,4.04,801000,3231674.0
sh600002,sh600002,1999-05-19,4.0,4.18,3.99,4.16,3.99,1413139,5758632.0
sh600002,sh600002,1999-05-20,4.2,4.25,4.12,4.23,4.16,2238790,9371031.0
sh600002,sh600002,1999-05-21,4.29,4.29,4.18,4.22,4.23,2788660,11792804.0
sh600002,sh600002,1999-05-24,4.18,4.5,4.15,4.39,4.22,6462243,27849332.0
sh600002,sh600002,1999-05-25,4.4,4.48,4.28,4.29,4.39,5797764,25495078.0
sh600002,sh600002,1999-05-26,4.25,4.44,4.23,4.4,4.29,3695965,16086688.0
sh600002,sh600002,1999-05-27,4.4,4.65,4.4,4.61,4.4,12973356,59176046.0
sh600002,sh600002,1999-05-28,4.7,4.76,4.57,4.62,4.61,10156960,47359466.0
sh600002,sh600002,1999-06-01,4.7,4.85,4.6,4.64,4.62,7266050,33861674.0
sh600002,sh600002,1999-06-02,4.65,4.72,4.47,4.49,4.64,6794350,31136314.0
sh600002,sh600002,1999-06-03,4.45,4.46,4.35,4.37,4.49,3294716,14468919.0
sh600002,sh600002,1999-06-04,4.35,4.42,4.35,4.38,4.37,1985599,8693819.0
sh600002,sh600002,1999-06-07,4.38,4.7,4.36,4.58,4.38,4994925,22537785.0
sh600002,sh600002,1999-06-08,4.6,4.68,4.5,4.53,4.58,4703750,21557569.0
sh600002,sh600002,1999-06-09,4.6,4.68,4.56,4.64,4.53,2951256,13584118.0
sh600002,sh600002,1999-06-10,4.89,5.1,4.74,5.1,4.64,41042221,207384148.0
sh600002,sh600002,1999-06-11,5.2,5.33,5.13,5.18,5.1,41621377,217012076.0
sh600002,sh600002,1999-06-14,5.18,5.5,5.16,5.44,5.03,28960982,154908777.0
sh600002,sh600002,1999-06-15,5.65,5.98,5.42,5.55,5.44,57294683,332000393.0
sh600002,sh600002,1999-06-16,5.65,5.98,5.54,5.9,5.55,28156828,161381586.0
sh600002,sh600002,1999-06-17,6.0,6.08,5.75,5.89,5.9,30268843,178142340.0
sh600002,sh600002,1999-06-18,5.9,5.93,5.75,5.78,5.89,15878375,92165459.0
