Time 80,Correlations 80,Time 120,Correlations 120,Time 160,Correlations 160,Time 200,Correlations 200,Time 240,Correlations 240,Time 280,Correlations 280,Time 320,Correlations 320,Time 360,Correlations 360,Time 400,Correlations 400,Time 440,Correlations 440,Time 480,Correlations 480,Time 520,Correlations 520,Time 560,Correlations 560,Time 600,Correlations 600,Time 640,Correlations 640,Time 680,Correlations 680,Time 720,Correlations 720,Time 760,Correlations 760,Time 800,Correlations 800,Time 840,Correlations 840,Time 880,Correlations 880,Time 920,Correlations 920,Time 960,Correlations 960,Time 1000,Correlations 1000,Time 1040,Correlations 1040,Time 1080,Correlations 1080,Time 1120,Correlations 1120,Time 1160,Correlations 1160,Time 1200,Correlations 1200,Time 1240,Correlations 1240,Time 1280,Correlations 1280,Time 1320,Correlations 1320,Time 1360,Correlations 1360,Time 1400,Correlations 1400,Time 1440,Correlations 1440,Time 1480,Correlations 1480,Time 1520,Correlations 1520,Time 1560,Correlations 1560,Time 1600,Correlations 1600,Time 1640,Correlations 1640,Time 1680,Correlations 1680,Time 1720,Correlations 1720,Time 1760,Correlations 1760,Time 1800,Correlations 1800,Time 1840,Correlations 1840,Time 1880,Correlations 1880,Time 1920,Correlations 1920,Time 1960,Correlations 1960,Time 2000,Correlations 2000,Time 2040,Correlations 2040,Time 2080,Correlations 2080,Time 2120,Correlations 2120,Time 2160,Correlations 2160,Time 2200,Correlations 2200,Time 2240,Correlations 2240,Time 2280,Correlations 2280,Time 2320,Correlations 2320,Time 2360,Correlations 2360,Time 2400,Correlations 2400,Time 2440,Correlations 2440,Time 2480,Correlations 2480,Time 2520,Correlations 2520,Time 2560,Correlations 2560,Time 2600,Correlations 2600,Time 2640,Correlations 2640,Time 2680,Correlations 2680,Time 2720,Correlations 2720,Time 2760,Correlations 2760,Time 2800,Correlations 2800,Time 2840,Correlations 2840,Time 2880,Correlations 2880,Time 2920,Correlations 2920,Time 2960,Correlations 2960,Time 3000,Correlations 3000,Time 3040,Correlations 3040,Time 3080,Correlations 3080,Time 3120,Correlations 3120,Time 3160,Correlations 3160,Time 3200,Correlations 3200,Time 3240,Correlations 3240,Time 3280,Correlations 3280,Time 3320,Correlations 3320,Time 3360,Correlations 3360,Time 3400,Correlations 3400
5-Day Price x Volume,-0.20234020957519397,60-Day Avg Close,-0.24238945718399024,close,-0.3377847610637343,10-Day Avg Close,-0.22154353409591301,10-Day Avg Close,-0.39699664090343345,close,-0.36658395479612543,10-Day Avg Close,-0.4448876433988357,30-Day Avg Close,-0.39425384093298665,close,-0.41378433608534865,60-Day Avg Close,-0.3748534506165046,5_day_min_growth,-0.23120294217102327,15-Day Avg Close,-0.36896450470061354,close,-0.26927882521190266,15-Day Avg Close,-0.27138025777100355,5_day_min_growth,0.16165855846386662,close,-0.4958474473536543,15-Day Avg Close,-0.48173410658258176,5_day_min_growth,0.2500707507813569,60-Day Avg Close,-0.33482673340571767,5-Day Price x Volume,-0.24000676873171511,5-Day Price x Volume,-0.3742201240804324,close,-0.2975407560428911,3-Day Avg Close,-0.4314668835726183,5-Day Price x Volume,-0.24801339085186563,5_day_price_variance,-0.36063712022638034,15-Day Avg Close,-0.22659553838926488,60-Day Avg Close,-0.3900567692201911,3-Day Avg Close,-0.29625152651314707,60-Day Avg Close,0.44382068145385534,close,-0.2996610856689474,60-Day Avg Close,0.33190678806845064,5-Day Price 4th Derivative,-0.352048751212454,close,-0.26942883818214736,close,-0.272910610279459,5_day_max_growth,-0.42165259087265367,5_day_max_growth,-0.35694945348208257,5_day_max_growth,-0.3611246431263517,close,-0.5896771049014979,10-Day Avg Close,-0.4085957855622489,5_day_min_growth,0.20792408700360857,60-Day Avg Close,-0.32958213378348794,5_day_min_growth,0.1348772452796934,close,,5_day_price_variance,0.25566840829219767,volume,-0.23001563501236355,3-Day Avg Close,-0.2805342931772912,3-Day Avg Close,0.17276223184538714,60-Day Avg Close,0.16347967998904733,5_day_mean_growth,-0.3780127041010154,5_day_mean_growth,-0.48537099809398615,close,-0.37954344978424004,close,-0.26242659722923756,close,-0.3537977249563404,close,-0.2688256847322215,5_day_price_variance,0.18499301658807746,60-Day Avg Close,-0.43736403067040025,60-Day Avg Close,-0.3561079211771925,5_day_price_variance,0.3992544719230019,5_day_price_variance,0.31525395049809807,5_day_price_variance,-0.3119681751412355,close,-0.385652352009176,5_day_min_growth,-0.3367527887682932,30-Day Avg Close,0.20781938685063064,30-Day Avg Close,-0.41280064818317624,close,-0.4329470480640091,5_day_min_growth,-0.23258966921831895,volume,-0.1592426432664003,5_day_max_growth,-0.21857913391724432,5-Day Price 4th Derivative,-0.300649511381165,5-Day Price 4th Derivative,-0.2496029977588301,close,-0.31054164704741116,5_day_price_variance,-0.3876434113096901,5_day_price_variance,-0.2893598381822213,close,-0.3290051626071049,30-Day Avg Close,-0.23850403324534855,30-Day Avg Close,-0.3964349381541019,60-Day Avg Close,-0.4421450608073091,close,-0.342031582023761,10-Day Avg Close,-0.4426341814868388,15-Day Avg Close,-0.4521616495544803,10-Day Avg Close,-0.1871816026510273,5_day_max_growth,-0.17573074696874205,5_day_max_growth,-0.25725186571197356,5_day_min_growth,-0.24417913261564905
volume,-0.19782928324015658,5-Day Price x Volume,-0.18817396810897333,10-Day Avg Close,-0.33107264383966245,15-Day Avg Close,-0.2022773683478786,15-Day Avg Close,-0.3868539159676181,3-Day Avg Close,-0.3584668218280714,3-Day Avg Close,-0.4243432686798899,15-Day Avg Close,-0.3660968696492915,3-Day Avg Close,-0.348143732789003,close,-0.355928489139469,15-Day Avg Close,-0.16190117435886425,30-Day Avg Close,-0.3483848868722048,60-Day Avg Close,0.25632600493177976,10-Day Avg Close,-0.2164939921136676,5_day_price_variance,-0.16068155458558164,3-Day Avg Close,-0.48870993043961564,10-Day Avg Close,-0.46919156266759177,60-Day Avg Close,-0.24298782212306314,15-Day Avg Close,-0.32111484659060374,volume,-0.23918392006338138,volume,-0.33879185981053833,5-Day Price x Volume,-0.27612473428074985,10-Day Avg Close,-0.3981374263917911,volume,-0.23886058816700068,15-Day Avg Close,-0.3080660246551206,5_day_price_variance,-0.22343356055341082,5_day_min_growth,0.25659370364090894,5-Day Price x Volume,-0.281591672661214,30-Day Avg Close,0.40775984282768746,3-Day Avg Close,-0.28467962118537427,10-Day Avg Close,0.31570106949699556,5_day_mean_growth,-0.2645587661857482,3-Day Avg Close,-0.23058315817889613,3-Day Avg Close,-0.23937503222890424,close,-0.3910078867032228,5_day_price_variance,-0.2380862079569307,volume,-0.25865164338350904,3-Day Avg Close,-0.5029267919863589,15-Day Avg Close,-0.39909061224351033,5_day_price_variance,-0.181573556467821,30-Day Avg Close,-0.28589746361492757,5_day_price_variance,-0.10494754296541459,volume,,5_day_max_growth,0.2515175544467946,5-Day Price x Volume,-0.22059536171746338,close,-0.269988175872083,15-Day Avg Close,0.16921083019032707,30-Day Avg Close,0.13095479387553782,5-Day Price 4th Derivative,-0.37349795479198594,5-Day Price 4th Derivative,-0.46984297920530144,10-Day Avg Close,-0.35142049045435225,3-Day Avg Close,-0.24483390378484363,3-Day Avg Close,-0.3202658302822515,5-Day Price x Volume,-0.21522875400254007,60-Day Avg Close,-0.16387684502846464,30-Day Avg Close,-0.42854797566590985,30-Day Avg Close,-0.3554236908921997,5_day_max_growth,0.35397639718852325,30-Day Avg Close,-0.22570628525772246,5_day_max_growth,-0.15193502405118767,3-Day Avg Close,-0.33927092336343484,close,-0.3201403631782984,5_day_min_growth,-0.1978527310706879,60-Day Avg Close,-0.3994128605904647,3-Day Avg Close,-0.39067062598503494,60-Day Avg Close,0.21360448935536971,5-Day Price 4th Derivative,0.1516571201303354,5_day_mean_growth,-0.14862111645958195,close,-0.2930425723189335,close,-0.24820238311373363,5-Day Price 4th Derivative,-0.3102778585270875,5_day_max_growth,-0.34202616752091053,5_day_max_growth,-0.27412246524004724,volume,0.3105214026529848,5_day_max_growth,-0.23588010504612197,60-Day Avg Close,-0.35971796908077525,close,-0.43482103802719474,10-Day Avg Close,-0.3371182777808882,close,-0.4260220585791121,30-Day Avg Close,-0.43388798786057603,15-Day Avg Close,-0.17556763626488417,5-Day Price x Volume,-0.16826024717726668,5_day_mean_growth,-0.2144342407257138,5_day_mean_growth,-0.23893411091553848
5_day_min_growth,0.17845480914560483,volume,-0.17721741671362168,15-Day Avg Close,-0.321293247532607,3-Day Avg Close,-0.1922133370709269,30-Day Avg Close,-0.3521814714333511,10-Day Avg Close,-0.33923979629755535,close,-0.41647853423958275,close,-0.3548360223148512,10-Day Avg Close,-0.30346484524842254,3-Day Avg Close,-0.3314852983606967,3-Day Avg Close,-0.13140362108872117,10-Day Avg Close,-0.34451295010913724,5-Day Price x Volume,-0.25198806934968837,5_day_max_growth,0.1361849940445042,5_day_mean_growth,0.10290428795948935,10-Day Avg Close,-0.3573809403660011,3-Day Avg Close,-0.34745940435043443,30-Day Avg Close,-0.19748879857837937,30-Day Avg Close,-0.32060492534836516,5_day_price_variance,-0.15770589485404754,10-Day Avg Close,-0.1758229771617969,3-Day Avg Close,-0.2721743522761225,close,-0.39382354382603435,close,-0.2012228981113579,10-Day Avg Close,-0.29806909082971034,5_day_min_growth,0.21199958094639063,5_day_price_variance,-0.2468618239940429,close,-0.27872955033020275,15-Day Avg Close,0.40142786742216713,30-Day Avg Close,-0.2846490090409534,15-Day Avg Close,0.3144650268108964,5-Day Price x Volume,-0.2077122365581483,5-Day Price x Volume,-0.2083039625777884,10-Day Avg Close,-0.1803064185553457,5-Day Price x Volume,-0.38617427623876815,60-Day Avg Close,-0.21882417444172045,5-Day Price x Volume,-0.2530589302274763,15-Day Avg Close,-0.40826826150793,3-Day Avg Close,-0.39553222834934043,5-Day Price 4th Derivative,0.1777435614590327,10-Day Avg Close,-0.27429700642304994,3-Day Avg Close,0.08461793222097833,5_day_mean_growth,,5_day_mean_growth,0.1487812235521437,5_day_min_growth,-0.20699457402610782,30-Day Avg Close,-0.24768507168361933,10-Day Avg Close,0.16458392584186113,10-Day Avg Close,0.10909365067521488,close,-0.2354250507009163,5_day_min_growth,-0.4135772408249501,3-Day Avg Close,-0.3510724573505473,5-Day Price x Volume,-0.22669482855213136,5_day_mean_growth,-0.2340088623726888,3-Day Avg Close,-0.20683604909408715,5_day_max_growth,0.1224549995096994,15-Day Avg Close,-0.3968333978942284,15-Day Avg Close,-0.1884148258970215,30-Day Avg Close,-0.33185160236478545,15-Day Avg Close,-0.2057631555068029,5_day_min_growth,0.14190657975438623,5_day_mean_growth,-0.2842042231471528,5_day_mean_growth,-0.29415951938925955,15-Day Avg Close,0.16946620662113568,close,-0.39140033563765153,10-Day Avg Close,-0.30085797943779036,5_day_max_growth,-0.18802924399107485,5-Day Price x Volume,-0.1473989399642128,volume,-0.1194508734801488,3-Day Avg Close,-0.2657572301242182,3-Day Avg Close,-0.17811451643400875,5_day_min_growth,-0.2795799316646602,30-Day Avg Close,-0.27878315479446736,5_day_min_growth,0.18822495228958322,5_day_mean_growth,-0.30926692954619894,close,-0.22506941047636428,15-Day Avg Close,-0.25447133349992535,3-Day Avg Close,-0.4123474956327611,3-Day Avg Close,-0.3164302911809144,3-Day Avg Close,-0.41638432136744485,10-Day Avg Close,-0.4333679853350844,3-Day Avg Close,-0.17396467289464226,volume,-0.1679503935298374,5-Day Price x Volume,-0.18663323011822078,5-Day Price 4th Derivative,-0.2058941625520234
close,-0.177148914787767,5_day_max_growth,-0.17604300904711007,3-Day Avg Close,-0.2984647883891155,close,-0.18775334991501352,3-Day Avg Close,-0.3516480565890368,15-Day Avg Close,-0.30732418980689796,15-Day Avg Close,-0.39584304655159086,10-Day Avg Close,-0.3412177169208085,15-Day Avg Close,-0.2804008922795351,15-Day Avg Close,-0.31100484451000787,10-Day Avg Close,-0.13069711801484118,close,-0.337670702156451,volume,-0.24257227915655863,close,-0.13353502969365783,60-Day Avg Close,-0.0767865830550672,15-Day Avg Close,-0.2927776228088154,close,-0.3360128086143365,5_day_mean_growth,0.19224438034528699,10-Day Avg Close,-0.2864408613738248,5_day_max_growth,-0.15374249572012674,close,-0.16981536485743925,volume,-0.2695450318683277,15-Day Avg Close,-0.37067394469798476,3-Day Avg Close,-0.18769575149145876,5_day_min_growth,0.29375717485931263,30-Day Avg Close,-0.162124724712541,volume,0.15745613505697592,volume,-0.26440665244765416,10-Day Avg Close,0.37299159528430403,10-Day Avg Close,-0.2772730529461521,3-Day Avg Close,0.2675444220052879,close,-0.20172373453660022,10-Day Avg Close,-0.20302888516245832,15-Day Avg Close,-0.15879153583223976,volume,-0.34111709208407304,volume,-0.1858489301392973,5_day_price_variance,-0.14628654865765459,10-Day Avg Close,-0.3659228219966343,close,-0.3925364485470361,5_day_mean_growth,0.14929772820667508,15-Day Avg Close,-0.2640210764130417,5_day_mean_growth,0.07750513788202408,5_day_max_growth,,5_day_min_growth,0.12482459029122968,5-Day Price 4th Derivative,-0.17684994822946395,5_day_min_growth,-0.2346971115055327,30-Day Avg Close,0.16302238641127006,15-Day Avg Close,0.10327861358891846,5_day_min_growth,-0.22953143534170753,5_day_price_variance,0.3346487457144723,15-Day Avg Close,-0.34690870020255976,10-Day Avg Close,-0.20110744426647895,5-Day Price x Volume,-0.22463527520718718,volume,-0.19215500899465474,volume,0.11451005542277115,close,-0.3761482780328298,close,-0.18474256434556938,15-Day Avg Close,-0.25478891619677646,3-Day Avg Close,-0.2044513352022659,10-Day Avg Close,-0.13912873985696028,5_day_min_growth,-0.26042999684148466,5_day_price_variance,0.2621369580168894,5_day_mean_growth,-0.13907358861217348,3-Day Avg Close,-0.38976294166869724,5-Day Price 4th Derivative,-0.17327138401675451,30-Day Avg Close,0.12942754644522142,5_day_price_variance,-0.14677251750336498,60-Day Avg Close,-0.11489835342451388,5_day_mean_growth,-0.22032155482346866,30-Day Avg Close,-0.14921834860309177,volume,0.26531908879727867,3-Day Avg Close,-0.20549777333494007,close,0.12330556696180027,3-Day Avg Close,-0.2539211456359967,60-Day Avg Close,-0.20500521339258906,10-Day Avg Close,-0.203395194387455,30-Day Avg Close,-0.40240624806252534,15-Day Avg Close,-0.29201014545040227,15-Day Avg Close,-0.3843810147373179,60-Day Avg Close,-0.4018412074964152,close,-0.14199664804244913,5_day_price_variance,-0.16246209778749354,volume,-0.18654604527665222,5_day_max_growth,-0.10137766348832641
10-Day Avg Close,-0.16915578347479385,5-Day Price 4th Derivative,-0.17175989442977888,30-Day Avg Close,-0.25231940104317624,5_day_price_variance,0.14719463783030057,close,-0.3194391613588192,5-Day Price x Volume,-0.3052262750292738,5-Day Price x Volume,-0.316424405894224,3-Day Avg Close,-0.34099796484674205,30-Day Avg Close,-0.20394734177146082,10-Day Avg Close,-0.305724414898436,close,-0.11611054132154576,3-Day Avg Close,-0.31272239507430666,3-Day Avg Close,-0.21350300908539288,3-Day Avg Close,-0.1310130718225547,30-Day Avg Close,-0.076539489862199,5-Day Price x Volume,-0.2476263026187262,30-Day Avg Close,-0.33595494223494493,5_day_max_growth,0.18987557442847403,5_day_min_growth,0.27508005627702437,60-Day Avg Close,0.14128876762916362,15-Day Avg Close,-0.1560080583959826,10-Day Avg Close,-0.26909710075491033,30-Day Avg Close,-0.26575915137127687,5_day_mean_growth,-0.18503164913651213,close,-0.2703656642207724,5_day_max_growth,-0.15774176472158932,30-Day Avg Close,-0.14686245819117158,10-Day Avg Close,-0.26300523298624573,3-Day Avg Close,0.33852802146777144,15-Day Avg Close,-0.2759890361211258,30-Day Avg Close,0.24969228179452363,5_day_min_growth,-0.18398921623043174,15-Day Avg Close,-0.17812219647310085,5-Day Price x Volume,-0.1508933675740908,3-Day Avg Close,-0.33759675077502815,5-Day Price x Volume,-0.17776864268769718,30-Day Avg Close,-0.13517116959362074,30-Day Avg Close,-0.3451760404480475,5-Day Price x Volume,-0.27387043049976845,60-Day Avg Close,-0.10509795366126515,5_day_min_growth,0.24876470329414085,close,0.06518763577875095,5_day_min_growth,,volume,-0.12056186163374617,5_day_price_variance,0.16255739100661137,5-Day Price x Volume,-0.23318059987952922,60-Day Avg Close,0.1509752667321098,3-Day Avg Close,0.09373923987727732,3-Day Avg Close,-0.20640353682158152,30-Day Avg Close,0.1640969149736556,30-Day Avg Close,-0.32513719728669044,volume,-0.19542018366742736,5_day_min_growth,-0.20099809248924755,5_day_mean_growth,-0.18514331485245888,5-Day Price 4th Derivative,0.11129233462041477,10-Day Avg Close,-0.37419588375568263,3-Day Avg Close,-0.15215935906831046,10-Day Avg Close,-0.21341958003570502,close,-0.2013876286420665,15-Day Avg Close,-0.13644826157671014,5-Day Price 4th Derivative,-0.22340467080826115,3-Day Avg Close,-0.2313079971626154,5_day_max_growth,-0.1285708318127529,10-Day Avg Close,-0.3807207372038748,5-Day Price x Volume,-0.16634803526285924,5_day_mean_growth,-0.08811015799755663,5_day_max_growth,-0.13531047171226593,5-Day Price x Volume,-0.11459850829745427,30-Day Avg Close,-0.18240800463060017,volume,0.14551422618912346,5-Day Price x Volume,0.23410615720813602,15-Day Avg Close,-0.1910400670089472,10-Day Avg Close,0.12108210800373738,5-Day Price 4th Derivative,-0.23909092637858265,5_day_price_variance,-0.15081601292942964,5_day_mean_growth,0.1834429678932492,10-Day Avg Close,-0.38996644105065525,30-Day Avg Close,-0.27264718951855077,30-Day Avg Close,-0.31776829859812217,3-Day Avg Close,-0.29533823662728503,30-Day Avg Close,-0.1300833197121243,15-Day Avg Close,-0.1490416298142299,5-Day Price 4th Derivative,-0.18618075687853575,5_day_price_variance,0.07797646400059187
30-Day Avg Close,-0.16314346148309072,close,-0.14343938371829787,60-Day Avg Close,-0.23055894698259893,30-Day Avg Close,-0.1227265989435471,60-Day Avg Close,-0.2215891770454437,volume,-0.2996479814499792,volume,-0.2890398310538881,60-Day Avg Close,-0.3234497522332255,5-Day Price 4th Derivative,-0.1630367979221236,30-Day Avg Close,-0.29779209933571504,30-Day Avg Close,-0.10387806407078903,60-Day Avg Close,-0.3070603667453833,15-Day Avg Close,-0.19475318133825018,30-Day Avg Close,-0.12861490998478253,5-Day Price 4th Derivative,0.0747908702153356,30-Day Avg Close,-0.24195361327626957,60-Day Avg Close,-0.1330509866432533,15-Day Avg Close,-0.18502236498425959,3-Day Avg Close,-0.2626234836264232,5-Day Price 4th Derivative,-0.1313148536678424,3-Day Avg Close,-0.14726115857720537,15-Day Avg Close,-0.21562032761742472,60-Day Avg Close,-0.2291561724484612,5_day_max_growth,-0.1836623316560706,3-Day Avg Close,-0.25894705300237725,10-Day Avg Close,-0.15437801576068275,5-Day Price x Volume,0.136429677662087,60-Day Avg Close,-0.25112507717265187,close,0.3251825517183002,60-Day Avg Close,-0.2445660019015922,close,0.24676385161522768,3-Day Avg Close,-0.1813907288991208,5_day_min_growth,-0.16248472151131232,30-Day Avg Close,-0.14213661054704388,5-Day Price 4th Derivative,-0.2599372202033185,5_day_min_growth,0.10816663528692752,close,-0.13132303757306843,5_day_mean_growth,-0.3361368476677875,volume,-0.2670391872336146,5_day_max_growth,-0.07624299462924887,3-Day Avg Close,-0.2102687749213868,60-Day Avg Close,-0.05450530117216294,5_day_price_variance,,60-Day Avg Close,0.11952044555551151,30-Day Avg Close,-0.12990153751822586,15-Day Avg Close,-0.22959189765828797,close,0.14617300444525663,close,0.0570792029685822,5_day_price_variance,0.1620469847283618,close,-0.15915471275110127,60-Day Avg Close,-0.2742325912607937,15-Day Avg Close,-0.18672420190684624,10-Day Avg Close,-0.18868573657052873,5_day_min_growth,-0.16574762881698743,5_day_mean_growth,0.11079637647697022,3-Day Avg Close,-0.36631756189784304,10-Day Avg Close,-0.1503295421882692,5_day_mean_growth,0.16741693253086695,10-Day Avg Close,-0.18213589884574902,close,-0.12926243906471088,5_day_max_growth,-0.21002917812869518,5-Day Price 4th Derivative,-0.2068623976511965,10-Day Avg Close,0.11033714278531936,15-Day Avg Close,-0.36908114681222465,5_day_min_growth,-0.1583904479008104,5-Day Price 4th Derivative,-0.07370938777324912,15-Day Avg Close,-0.12494656200154187,5_day_price_variance,-0.09191246481170992,15-Day Avg Close,-0.15848930726216454,60-Day Avg Close,-0.1399952219739222,5_day_mean_growth,-0.2189259524700094,60-Day Avg Close,-0.17675581598303447,15-Day Avg Close,0.11483050602108519,5_day_min_growth,-0.18253391574012803,3-Day Avg Close,-0.14890954413174873,volume,0.15956251464184595,15-Day Avg Close,-0.38517132388971126,60-Day Avg Close,-0.24635050760303762,60-Day Avg Close,-0.23644229348726262,close,-0.26112576236575874,60-Day Avg Close,-0.1280070071568492,3-Day Avg Close,-0.14578151839224046,5_day_price_variance,-0.1734960713581706,close,-0.07401069477476745
5_day_price_variance,-0.1611160607676039,3-Day Avg Close,-0.12150100125561582,5_day_mean_growth,0.11532743194794431,5-Day Price 4th Derivative,0.11308810082580847,5_day_price_variance,-0.21160889320516318,30-Day Avg Close,-0.203708598547731,30-Day Avg Close,-0.2697118597114046,5-Day Price x Volume,-0.2364400404849729,5_day_mean_growth,-0.13304788816197308,5_day_min_growth,-0.2725691042679984,5_day_mean_growth,-0.10325499880486558,5_day_min_growth,0.16032154789760483,10-Day Avg Close,-0.19450577568624666,5_day_price_variance,0.1187220473316876,15-Day Avg Close,-0.053464844630203116,60-Day Avg Close,-0.20227323382166285,5_day_price_variance,0.11453935957455079,10-Day Avg Close,-0.1585526821274853,close,-0.25392820441095554,5_day_min_growth,0.12782714434797676,30-Day Avg Close,-0.13544620939920218,30-Day Avg Close,-0.19530436357083888,5-Day Price x Volume,-0.21197528882528668,5-Day Price 4th Derivative,-0.16544646839563032,30-Day Avg Close,-0.23784212313603167,3-Day Avg Close,-0.08137880698958616,5-Day Price 4th Derivative,0.12439452558302268,15-Day Avg Close,-0.2326563751254808,5-Day Price x Volume,0.2666103107411721,5-Day Price x Volume,-0.13229077181483706,5-Day Price x Volume,0.13458088143914165,30-Day Avg Close,-0.16821791835502214,5_day_price_variance,0.14421879711039745,60-Day Avg Close,-0.11226994493058473,30-Day Avg Close,-0.2586297398149937,5_day_mean_growth,-0.10232990935942557,15-Day Avg Close,-0.13112531318044673,5-Day Price 4th Derivative,-0.3208274090190051,5_day_price_variance,-0.24020917964563152,10-Day Avg Close,-0.0648334488069544,close,-0.20384356250001093,10-Day Avg Close,0.05346217873543717,5-Day Price 4th Derivative,,5-Day Price x Volume,-0.11485021442921402,5_day_mean_growth,-0.07777029435807821,5-Day Price 4th Derivative,-0.2286126214272988,5-Day Price 4th Derivative,0.07580450701226259,5-Day Price x Volume,0.056713510273759704,5_day_max_growth,-0.14219250641296563,15-Day Avg Close,0.1531197157994149,5_day_price_variance,0.2430717230695707,5-Day Price 4th Derivative,-0.15727971835861618,5-Day Price 4th Derivative,-0.18283054206950825,5-Day Price 4th Derivative,-0.1554682312367533,3-Day Avg Close,0.10882078372369083,5-Day Price x Volume,-0.12427513693637161,5-Day Price 4th Derivative,-0.10697826905992908,close,-0.16005861110099096,5_day_min_growth,-0.16122506716526794,5-Day Price x Volume,-0.12557477201788644,5_day_price_variance,0.2068236890963266,30-Day Avg Close,0.1916211550267168,volume,0.10004739411273489,5_day_max_growth,-0.12991308769599869,15-Day Avg Close,-0.15568977784827584,volume,-0.0377503433870651,10-Day Avg Close,-0.12394757413687721,5-Day Price 4th Derivative,-0.08717886225440268,10-Day Avg Close,-0.15241448817205286,5_day_mean_growth,-0.1347013697924702,3-Day Avg Close,-0.17468346437849738,10-Day Avg Close,-0.17550797208137214,60-Day Avg Close,0.10457166743454532,30-Day Avg Close,-0.17779237768324183,15-Day Avg Close,-0.1410569383453235,5-Day Price 4th Derivative,0.13638202549972303,5_day_min_growth,-0.22980294234264836,5_day_mean_growth,0.079505944424756,5-Day Price x Volume,-0.20375375566691392,5_day_min_growth,0.23168350003336896,5_day_price_variance,0.12220669484262885,10-Day Avg Close,-0.13427852414184724,close,-0.09242504756541896,60-Day Avg Close,0.06350569982956399
15-Day Avg Close,-0.15199235855627913,5_day_mean_growth,-0.11458500527842062,5-Day Price x Volume,-0.10396544116748326,5_day_mean_growth,0.0890315318936347,5_day_min_growth,0.16999264410756626,5_day_max_growth,-0.17535305741599772,5_day_price_variance,0.13508405907114632,volume,-0.22380613172656474,60-Day Avg Close,-0.11042143619507364,5_day_mean_growth,-0.21442473387026834,volume,0.09935311951132682,5-Day Price x Volume,-0.15094137196789129,5_day_price_variance,-0.120046807880775,5-Day Price 4th Derivative,0.11394341707273836,10-Day Avg Close,-0.041624166277050616,volume,-0.19962982138930666,5_day_max_growth,0.11314911752819587,5-Day Price 4th Derivative,0.15651554554148894,5_day_price_variance,-0.2125580434475963,15-Day Avg Close,-0.08557635561733674,5_day_price_variance,-0.11676252023961299,5_day_price_variance,-0.19139166597753138,volume,-0.1951851371880208,5_day_price_variance,-0.1471304285917144,5_day_max_growth,-0.2232978509591966,close,-0.07063708901426835,5_day_mean_growth,0.11811933394365011,5_day_price_variance,-0.2209581230445066,volume,0.2564921669559394,5_day_max_growth,-0.08137179059399517,5_day_price_variance,-0.12498774783531695,volume,-0.16069876649077633,30-Day Avg Close,-0.12962749455093642,5_day_mean_growth,-0.10842407596701932,5_day_mean_growth,-0.2549781794468661,5-Day Price 4th Derivative,-0.09139071461145726,5_day_mean_growth,-0.1309991015727981,5_day_min_growth,-0.27578011197368635,5_day_max_growth,-0.2241395250531871,30-Day Avg Close,0.03949920617595903,5_day_price_variance,-0.15593403227720204,15-Day Avg Close,0.029433193904038615,5-Day Price x Volume,,3-Day Avg Close,0.11224613528271017,60-Day Avg Close,-0.06498189160597517,10-Day Avg Close,-0.22645146354922358,5_day_mean_growth,0.04382521766851403,5_day_price_variance,-0.055073061235160446,30-Day Avg Close,0.13418344228402126,volume,0.13265617848076905,5_day_max_growth,0.24249178572613608,30-Day Avg Close,-0.15698588078506967,volume,-0.17795287437997848,5_day_price_variance,0.1448562831629559,5-Day Price x Volume,0.10185651489778283,volume,-0.06791611007670487,5_day_min_growth,-0.036255442301840905,5-Day Price 4th Derivative,0.15000916974319445,60-Day Avg Close,-0.13140604158740657,volume,-0.12296367075430069,10-Day Avg Close,-0.19820326739387856,60-Day Avg Close,0.13781761168295334,5-Day Price 4th Derivative,-0.08359310999815797,5-Day Price x Volume,-0.10858219030936868,5_day_max_growth,-0.14743254989063748,15-Day Avg Close,0.032672926985188304,5_day_mean_growth,0.10678068776113937,3-Day Avg Close,-0.07184430692544903,5-Day Price x Volume,-0.1470936780221376,5_day_min_growth,-0.11572266824349495,5_day_price_variance,0.1622705799797936,5_day_min_growth,0.1538749087669809,3-Day Avg Close,0.1039996023266622,10-Day Avg Close,-0.17421175555627272,10-Day Avg Close,-0.1134661545799641,close,-0.13400003031863142,5_day_price_variance,0.19817955458122627,5_day_min_growth,0.07741225166530977,5_day_min_growth,0.19955236388421452,5_day_mean_growth,0.21806816836110618,5_day_max_growth,0.11597049680718854,close,-0.13404777794993358,5_day_min_growth,-0.08288536184763767,3-Day Avg Close,-0.05246226737908725
