,date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST,5_day_mean_growth,5_day_max_growth,5_day_min_growth,5_day_price_variance,5-Day Price 4th Derivative,5-Day Price x Volume,3-Day Avg Close,10-Day Avg Close,15-Day Avg Close,30-Day Avg Close,60-Day Avg Close,Signal3,Signal5,Signal10,Signal20,Signal30,minus 10-3 Day Avg Close,minus 15-3 Day Avg Close,minus 30-10 Day Avg Close,minus 30-3 Day Avg Close,minus 60-15 Day Avg Close,3-Day Avg volume,10-Day Avg volume,15-Day Avg volume,div 10-3 Day Avg volume,div 15-3 Day Avg Close,div 15-10 Day Avg Close,div 15-3 Day Avg volume,div 15-10 Day Avg volume
16,2010-01-26,sh.000300,3328.1130,3341.1980,3222.1400,3242.797,3328.0140,6175223100,81586059213.0000,0.005848,-2.560590,1,,,,,0,-0.009979703818119256,0.004165642931929225,-0.03223052890934286,0.00021129741721767633,-179.46799999999985,20024994943010.7,3312.336000000001,3412.1115000000013,3442.093066666667,,,-1.1916256244223682,-2.97915657378492,-2.2698614806908965,2.1104928862337005,-1.1972997384665158,99.77550000000019,129.75706666666565,,,,6917826866.666667,7967168140.0,8000357860.0,1.151686547460381,1.1564842564287745,1.0041658114171543,1.1564842564287745,1.0041658114171543
17,2010-01-27,sh.000300,3243.0380,3255.1160,3183.3650,3198.566,3242.7970,5269139400,70540273182.0000,0.004989,-1.363983,1,,,,,0,-0.01548927745901516,0.004165642931929225,-0.03223052890934286,0.00019886695481550147,-151.63700000000017,16853690134100.398,3256.459000000001,3389.853700000001,3419.2156666666665,,,-1.4337362430539162,1.0051066634235575,0.4865930545125631,4.268006350345759,2.3557431674069056,133.39469999999983,162.7566666666653,,,,5709759866.666667,7369503070.0,7828479653.333333,1.2906852901157617,1.3710698586530163,1.062280533568369,1.3710698586530163,1.062280533568369
18,2010-01-28,sh.000300,3195.2890,3220.3060,3168.4630,3206.57,3198.5660,4699071600,64082115658.0000,0.004449,0.250242,1,,,,,0,-0.011771125354172952,0.004165642931929225,-0.025605961994150328,0.00011237393189489268,-210.00800000000027,15067902020412.0,3215.977666666668,3363.6056000000012,3401.5566000000003,,,-1.8830401332264792,0.38146680097424884,0.431239611173309,1.3722762952313439,1.9018764598932714,147.6279333333332,185.57893333333232,,,,5381144700.0,7005877710.0,7606084180.0,1.301930741613397,1.4134695504471382,1.0856718451056149,1.4134695504471382,1.0856718451056149
19,2010-01-29,sh.000300,3190.3150,3249.4550,3176.9160,3204.155,3206.5700,5026261300,68018118702.0000,0.004758,-0.075315,1,,,,,0,-0.012103779665524273,0.0025023713751726184,-0.025605961994150328,9.967363965074854e-05,-159.62699999999995,16104920275701.502,3203.0970000000016,3335.7473000000014,3383.158266666667,,,0.8289236943905629,-1.5938055431151181,1.4706841585378856,1.735527775653797,2.7999893887780054,132.6502999999998,180.06126666666523,,,,4998157433.333333,6783072820.0,7535899913.333333,1.3571146788540203,1.5077356033396387,1.1109861434943777,1.5077356033396387,1.1109861434943777
20,2010-02-01,sh.000300,3198.2300,3198.3110,3116.4390,3152.707,3204.1550,5700138000,75982150475.0000,0.005396,-1.605665,1,,,,,0,-0.009767913554732522,0.0025023713751726184,-0.025605961994150328,0.00012503554027218583,-123.85899999999992,17970864973566.0,3187.810666666668,3300.9496000000013,3361.2019333333333,,,2.096452350313564,-0.054524572058236014,2.5577384768073887,4.233536449787437,4.755310277802545,113.13893333333317,173.39126666666516,,,,5141823633.333333,6524543550.0,7316041300.0,1.268916247477411,1.422849522214586,1.121310823344876,1.422849522214586,1.121310823344876
21,2010-02-02,sh.000300,3170.7780,3211.9410,3143.0850,3146.189,3152.7070,5013003300,68318412373.0000,0.004746,-0.206745,1,,,,,0,-0.010710630330542559,0.0025023713751726184,-0.025605961994150328,0.0001331914251383919,-90.09000000000015,15771855839423.7,3167.683666666668,3264.820300000001,3335.2868000000003,,,0.21924938393720592,0.7310749608494659,1.6669373645384993,5.07515600620306,4.11240392741822,97.13663333333307,167.60313333333215,,,,5246467533.333333,6277011560.0,7025286333.333333,1.1964262658863558,1.3390507591438063,1.1192087613955792,1.3390507591438063,1.1192087613955792
22,2010-02-03,sh.000300,3160.7120,3231.1020,3094.5680,3230.715,3146.1890,6479889400,87536249983.0000,0.006134,2.686619,1,,,,,0,-0.006002923866180865,0.0025023713751726184,-0.01605665144164381,6.8696803007412e-05,-52.37699999999995,20934675882921.0,3176.5370000000016,3248.448400000001,3322.5915333333337,,,-2.467781899672373,-0.5133538551063785,0.4261595343445655,1.5160421145164402,1.4224095904466882,71.9113999999995,146.05453333333207,,,,5731010233.333333,6000049040.0,6707559620.0,1.0469443947424582,1.1703974250450213,1.1179174662212428,1.1703974250450213,1.1179174662212428
23,2010-02-04,sh.000300,3206.4310,3242.5190,3190.4370,3218.802,3230.7150,5897272600,75466552963.0000,0.005583,-0.368745,1,,,,,0,0.0020982607260893404,0.026866154576219214,-0.01605665144164381,0.00024217404412137138,24.144999999999982,18982152839425.2,3198.568666666668,3229.4712000000013,3305.9082666666673,,,-1.5413187887916089,0.04958366497846104,2.2780525176758317,1.7988990935136673,0.3208025843155317,30.902533333333395,107.33959999999934,,,,5796721766.666667,5883825620.0,6545022780.0,1.0150263988577497,1.129090379606685,1.1123753834159347,1.129090379606685,1.1123753834159347
24,2010-02-05,sh.000300,3147.7210,3177.4200,3129.9210,3153.087,3218.8020,5910584500,73693132366.0000,0.005590,-2.041601,1,,,,,0,0.0008603026432909111,0.026866154576219214,-0.01605665144164381,0.0002485860650842573,14.646999999999935,18636587149351.5,3200.868000000001,3208.160200000001,3283.9315333333343,,,1.9359757596285838,3.1141227628669874,4.077876696710246,2.5384329706094446,3.866528262620091,7.292200000000321,83.06353333333345,,,,6095915500.0,5585550030.0,6455441066.666667,0.9162774697254251,1.0589781086477768,1.1557395479396801,1.0589781086477768,1.1557395479396801
25,2010-02-08,sh.000300,3152.2530,3172.3060,3133.8080,3150.988,3153.0870,3735595100,47902429250.0000,0.003533,-0.066566,1,,,,,0,-0.003072265285817899,0.026866154576219214,-0.020415980852503512,0.0003417739615218142,0.38000000000010914,11770815332958.799,3174.292333333334,3190.457600000001,3260.6184666666672,,,2.202801153162129,2.613688151144973,5.50414663591229,1.0217430215538799,6.586886398805712,16.165266666666867,86.32613333333302,,,,5181150733.333333,5390617830.0,6152118693.333333,1.04042868224602,1.1874039204752727,1.1412641161640897,1.1874039204752727,1.1412641161640897
26,2010-02-09,sh.000300,3147.7610,3178.9470,3144.4780,3169.19,3150.9880,3595315800,45222660374.0000,0.003400,0.577657,1,,,,,0,5.925637818404717e-06,0.026866154576219214,-0.020415980852503512,0.0002892292092989683,4.798999999999978,11394238880202.0,3157.755000000001,3183.0969000000014,3238.0656666666678,,,2.5901886601939212,0.929070204058449,4.48209163855748,1.097472855840134,6.2324442523168395,25.34190000000035,80.31066666666675,,,,4413831800.0,5132627100.0,5892584866.666667,1.1628506324142212,1.3350270544216631,1.1480640911292128,1.3350270544216631,1.1480640911292128
27,2010-02-10,sh.000300,3195.1420,3214.4560,3182.8340,3214.13,3169.1900,3421989400,48152144637.0000,0.003236,1.418026,1,,,,,0,0.0015747317448802979,0.026866154576219214,-0.020415980852503512,0.0002934032411250202,-61.52500000000009,10998718790222.0,3178.102666666668,3184.653300000001,3226.045400000001,,,0.5978289614919027,0.9443613046143144,3.7631023014003797,1.8600990003515745,4.090593722095866,6.550633333332826,47.94273333333285,,,,3584300100.0,4947912100.0,5504083186.666667,1.3804402427129359,1.535608914740891,1.1124052075756696,1.535608914740891,1.1124052075756696
28,2010-02-11,sh.000300,3216.6880,3238.3490,3207.1650,3220.398,3214.1300,3579105200,46999712971.0000,0.003385,0.195016,1,,,,,0,-0.0009624432696444085,0.014180279503595683,-0.020415980852503512,0.0001651676111730304,-4.6720000000000255,11526143227869.6,3201.2393333333353,3186.036100000001,3213.5003333333343,,,-0.6758170884468355,2.22736444377372,0.9369959862103915,1.4643221117389744,5.32657764661386,-15.203233333334083,12.260999999999058,,,,3532136800.0,4835915460.0,5272056413.333333,1.3691189593789233,1.4925968930006712,1.0901878779604086,1.4925968930006712,1.0901878779604086
29,2010-02-12,sh.000300,3232.8790,3253.1960,3228.7380,3251.278,3220.3980,3405823800,46703220577.0000,0.003221,0.958892,1,,,,,0,0.00016506832168767805,0.014180279503595683,-0.020415980852503512,0.00016384291870136144,67.31100000000015,11073279992816.398,3228.602000000002,3190.7484000000013,3205.8390666666673,3341.5812666666666,,-0.20899473991456957,0.934647852321468,0.26100505708833055,1.3100386986286718,4.800204719498001,-37.853600000000824,-22.762933333334786,150.83286666666527,112.97926666666444,,3468972800.0,4673871710.0,4906221973.333333,1.3473359347181968,1.414315492278675,1.0497125889947316,1.414315492278675,1.0497125889947316
30,2010-02-22,sh.000300,3248.9470,3261.9490,3232.7840,3233.345,3251.2780,3828377200,49981333658.0000,0.003620,-0.551571,1,,,,,0,0.006166039872746931,0.014180279503595683,-0.0006656968234622918,3.513549002129177e-05,100.28999999999996,12378464277734.0,3235.0070000000014,3198.812200000001,3199.5278000000008,3331.5184666666664,,1.8180243679533228,2.816835196986402,1.63400441338614,2.142765464248336,5.313382889855558,-36.194800000000214,-35.479200000000674,132.70626666666521,96.511466666665,,3604435400.0,4486695630.0,4782452646.666667,1.244770714991868,1.3268243472102919,1.0659186717924671,1.3268243472102919,1.0659186717924671
31,2010-02-23,sh.000300,3225.3930,3225.3930,3152.9340,3198.634,3233.3450,4274289800,62386076936.0000,0.004042,-1.073530,1,,,,,0,0.005196043793469362,0.014180279503595683,-0.005515677219850135,5.640684651531013e-05,64.15499999999975,13671888680133.2,3227.752333333335,3204.056700000002,3196.5836000000004,3319.338333333333,,2.5958581069294,3.520315234565751,3.3523372789759573,2.4053705425503464,5.8873569154832985,-23.695633333333262,-31.168733333334785,115.28163333333123,91.58599999999797,,3836163600.0,4412824280.0,4655723760.0,1.1503222333896292,1.2136405652772473,1.0550439955429178,1.2136405652772473,1.0550439955429178
32,2010-02-24,sh.000300,3177.0820,3244.8160,3165.1330,3244.483,3198.6340,4998943700,64414097361.0000,0.004727,1.433389,1,,,,,0,0.0018936592030670552,0.014180279503595683,-0.01073532208904393,0.0001061425096295429,-15.496000000000095,16218987852607.102,3225.487333333335,3205.433500000002,3199.644733333334,3309.4302000000002,,2.463874829980604,2.7923709262770045,1.085257651219001,0.9920224578153034,3.151842681869498,-20.053833333332932,-25.842600000000857,103.99669999999833,83.9428666666654,,4367203566.666667,4264729710.0,4637710713.333333,0.9765355896279225,1.0619405856716533,1.0874571259366712,1.0619405856716533,1.0874571259366712
33,2010-02-25,sh.000300,3252.1530,3294.1440,3249.3290,3292.128,3244.4830,6758661700,89485801632.0000,0.006391,1.468493,1,,,,,0,0.001924389561732398,0.014333931296922398,-0.01073532208904393,0.00010709116202581172,24.085000000000036,22250379425097.6,3245.0816666666688,3212.7661000000016,3205.3486000000003,3303.4525999999996,,0.5804148562874748,-1.262253472525986,-0.4684811769165788,-1.9136558481322719,2.643943370367128,-32.31556666666711,-39.73306666666849,90.68649999999798,58.37093333333087,,5343965066.666667,4350868620.0,4775016720.0,0.8141648692913112,0.8935344188128176,1.0974858441025508,0.8935344188128176,1.0974858441025508
34,2010-02-26,sh.000300,3286.0950,3301.1490,3273.6930,3281.666,3292.1280,5210728800,70171666128.0000,0.004927,-0.317786,1,,,,,0,0.004471347424259453,0.01468492823047618,-0.01073532208904393,0.00013969009010574257,40.850000000000364,17099871538180.8,3272.7590000000023,3225.624000000002,3210.5160000000005,3296.837133333333,,1.627679355546846,-0.6674049095794649,-1.4791267606148815,-0.20306758823110624,2.1273341040800586,-47.13500000000022,-62.24300000000176,71.21313333333092,24.078133333330697,,5656111400.0,4280883050.0,4787314553.333333,0.7568597482008576,0.8463967936227941,1.1183007097877464,0.8463967936227941,1.1183007097877464
35,2010-03-01,sh.000300,3290.0070,3330.3780,3287.5560,3324.423,3281.6660,6050452000,81205689009.0000,0.005716,1.302908,1,,,,,0,0.0019179952982037562,0.01468492823047618,-0.01073532208904393,0.00013962098856849404,48.32100000000037,20114261789196.0,3299.4056666666693,3242.967500000002,3221.9637333333335,3291.582833333333,,-2.2214381262552907,-1.150425201606411,-4.248556817228126,1.0262532776364557,2.0242008914028125,-56.43816666666726,-77.44193333333578,48.61533333333091,-7.822833333336348,,6006614166.666667,4512368740.0,4810668820.0,0.7512333262624243,0.8008952608770026,1.0661072038186312,0.8008952608770026,1.0661072038186312
36,2010-03-02,sh.000300,3327.1030,3339.8940,3299.6850,3311.236,3324.4230,5703437400,76233992315.0000,0.005388,-0.396671,1,,,,,0,0.005626941327406998,0.01468492823047618,-0.01073532208904393,0.0001394746663856234,125.78899999999976,18885427242626.4,3305.775000000003,3257.1721000000025,3232.966866666667,3284.1268333333333,,-1.5544648584395602,-0.16226569172357536,-3.239424794850016,1.675265671187442,2.7926429889020294,-48.60290000000032,-72.80813333333572,26.95473333333075,-21.648166666669567,,5654872733.333333,4723180900.0,4856697760.0,0.8352408838767736,0.8588518237327617,1.0282684196999525,0.8588518237327617,1.0282684196999525
37,2010-03-03,sh.000300,3313.0230,3335.6540,3293.9160,3335.081,3311.2360,6062273200,78442132954.0000,0.005727,0.720123,1,,,,,0,0.006980665066246838,0.01468492823047618,-0.003966703394844728,9.326254517111527e-05,66.7529999999997,20218172166129.2,3323.580000000003,3269.2672000000025,3239.9246000000003,3281.2580666666668,,-1.4663212077907626,-1.660739274398438,-1.8339884398609798,0.31561452330542616,1.7838547249676977,-54.31280000000061,-83.65540000000283,11.99086666666426,-42.32193333333635,,5938720866.666667,4987209280.0,4828856680.0,0.8397783616995054,0.8131139328510618,0.9682482544626642,0.8131139328510618,0.9682482544626642
38,2010-03-04,sh.000300,3338.6740,3345.9090,3244.9780,3250.573,3335.0810,6934681000,89462913752.0000,0.006552,-2.533913,1,,,,,0,0.005554126496848855,0.01468492823047618,-0.003966703394844728,7.721331189823946e-05,42.952999999999975,22541686822213.0,3298.963333333337,3272.2847000000024,3242.0426666666667,3273.9754666666663,,1.7009308820321822,0.8039198012165875,0.5224309683246606,4.348833267242424,3.2535494511275402,-26.678633333334346,-56.92066666667006,1.690766666663876,-24.98786666667047,,6233463866.666667,5322766860.0,4898017240.0,0.8539019354011816,0.7857617120702435,0.920201348063552,0.7857617120702435,0.920201348063552
39,2010-03-05,sh.000300,3253.1640,3276.4030,3239.6770,3259.764,3250.5730,4562913800,59621178434.0000,0.004311,0.282748,1,,,,,0,-0.002450682089678735,0.013029052926166074,-0.02533911470216177,0.00021487231413491604,-31.093000000000302,14874022140343.201,3281.8060000000028,3273.1333000000027,3249.154466666667,3266.5429999999997,,0.6113939536727149,-0.817175721923425,1.0463027384804535,4.5273829639200835,-2.5566574758172784,-8.672700000000077,-32.65153333333592,-6.590300000003026,-15.263000000003103,,5853289333.333333,5438475860.0,4808172526.666667,0.9291315618090068,0.8214479505199015,0.8841029454650676,0.8214479505199015,0.8841029454650676
40,2010-03-08,sh.000300,3268.3970,3293.9300,3258.0340,3286.178,3259.7640,4154087600,54686555117.0000,0.003924,0.810306,1,,,,,0,-0.0012496050462341036,0.013029052926166074,-0.02533911470216177,0.00021990168147355122,-64.65899999999965,13651071281192.799,3265.505000000003,3278.4166000000027,3258.167133333334,3259.3928,,-0.2882680122622681,-3.134188105452593,0.5005815266245551,3.6202238588414897,-3.432680761662944,12.911599999999908,-7.337866666669015,-19.023800000002666,-6.112200000002758,,5217227466.666667,5471046900.0,4836072026.666667,1.0486502524482606,0.926942913178458,0.8839390550036533,0.926942913178458,0.8839390550036533
41,2010-03-09,sh.000300,3285.6200,3322.5060,3255.9820,3305.863,3286.1780,5419948600,71971297725.0000,0.005120,0.599026,1,,,,,0,-0.002234807513824455,0.008103040588214316,-0.02533911470216177,0.00018958637831356355,-25.057999999999993,17917607538641.8,3283.9350000000027,3289.1395000000025,3267.2786666666666,3252.6721666666663,,-2.200242417789232,-3.08216039200656,-0.916250915419059,2.4527937183119883,-2.092766699648465,5.204499999999825,-16.65633333333608,-36.46733333333623,-31.262833333336403,,4712316666.666667,5585612780.0,4957714213.333333,1.1853220348094886,1.0520757758922539,0.8875864490795105,1.0520757758922539,0.8875864490795105
42,2010-03-10,sh.000300,3304.0360,3321.0810,3267.7610,3279.694,3305.8630,4642107900,61760429281.0000,0.004385,-0.791592,1,,,,,0,-0.00024341852463005687,0.008103040588214316,-0.02533911470216177,0.00020079233287524973,-29.218000000000302,15224693426982.6,3290.578333333336,3292.660600000003,3271.6496,3248.8475000000003,,-2.9426830673837245,-0.17617497242120125,-0.09223421453343181,2.0443980444517136,-2.382935725101177,2.082266666666783,-18.928733333335913,-43.81310000000258,-41.730833333335795,,4738714700.0,5549929200.0,5039055446.666667,1.171188719168934,1.0633802129228558,0.9079495008092476,1.0633802129228558,0.9079495008092476
43,2010-03-11,sh.000300,3282.1990,3303.4880,3251.7040,3276.705,3279.6940,4748775400,63732658851.0000,0.004485,-0.091137,1,,,,,0,-0.003266853418683979,0.008103040588214316,-0.02533911470216177,0.0001902270364902783,29.121000000000095,15560336097057.0,3287.420666666669,3291.1183000000033,3275.4034000000006,3244.4518666666672,,-2.219729881084807,-0.2792439355999423,-1.4519769097309576,3.1270743017757217,-2.6460117709711364,3.6976333333341245,-12.017266666668547,-46.666433333336045,-42.96880000000192,,4936943966.666667,5348940570.0,5117033460.0,1.0834517479062062,1.0364779293727586,0.9566442911516588,1.0364779293727586,0.9566442911516588
44,2010-03-12,sh.000300,3277.3090,3284.2630,3232.1170,3233.126,3276.7050,3995734400,52611210820.0000,0.003774,-1.329967,1,,,,,0,0.0016186964194406573,0.008103040588214316,-0.007915936020337133,3.998219124292762e-05,16.940999999999804,12918712777734.4,3263.175000000003,3286.264300000004,3274.1932666666676,3240.0161666666672,,1.2616272919768659,1.8788318178753285,1.2952170747443728,3.6606058656544733,-1.890708868135679,23.089300000001003,11.018266666664658,-46.24813333333668,-23.15883333333568,,4462205900.0,5227441130.0,5156360833.333333,1.171492586211676,1.1555631785914078,0.9864024682633457,1.1555631785914078,0.9864024682633457
45,2010-03-15,sh.000300,3231.2160,3234.8210,3171.8030,3183.183,3233.1260,3784430400,49219898122.0000,0.003568,-1.544724,1,,,,,0,-0.0016067320685635878,0.008103040588214316,-0.013299640950283798,8.225185012362642e-05,-53.05199999999968,12046534513963.2,3231.00466666667,3272.1403000000037,3270.849133333334,3235.1884666666674,,2.650554492154546,3.7523761593348595,5.508857015132337,6.551084244920882,-2.349032399331106,41.13563333333377,39.844466666664175,-36.95183333333625,4.183799999997518,,4176313400.0,5000838970.0,5153431046.666667,1.197429045914035,1.2339665520951246,1.0305132953854474,1.2339665520951246,1.0305132953854474
46,2010-03-16,sh.000300,3183.7750,3204.2890,3169.0980,3203.971,3183.1830,3084778000,41510426396.0000,0.002908,0.653052,1,,,,,0,-0.006316796025539672,0.005990241551127262,-0.015447279196666108,7.884123696484868e-05,-122.67999999999984,9883539253438.0,3206.7600000000034,3261.413800000004,3271.204933333334,3233.8942666666676,,2.80589306207828,2.234789266194977,5.0792282451994755,6.234013978278826,-3.3276830533110298,54.6538000000005,64.44493333333048,-27.519533333336312,27.13426666666419,,3621647600.0,4738973030.0,5074130260.0,1.308513017666324,1.4010557680984754,1.0707235993702204,1.4010557680984754,1.0707235993702204
47,2010-03-17,sh.000300,3214.2160,3273.9980,3207.2710,3273.916,3203.9710,4580093400,62587395428.0000,0.004317,2.183074,1,,,,,0,-0.006208730298337817,0.006530570187136542,-0.015447279196666108,8.22245503853847e-05,-75.72299999999996,14994841063754.4,3220.35666666667,3255.2973000000043,3273.167133333334,3236.405933333334,,0.8769925679217179,0.08408890148677307,2.189762962763852,3.6854335908435,-6.531994101253676,34.94063333333406,52.810466666663615,-18.891366666670365,16.049266666663698,,3816433933.3333335,4590755050.0,5046206906.666667,1.2028912671338614,1.3222309084384518,1.0992106639770873,1.3222309084384518,1.0992106639770873
