date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2011-12-16,sh.000001,2179.5090,2225.5380,2170.7480,2224.8400,2180.8950,5726590300,50568967344.0000,0.003193,2.015002,1,,,,,1
2011-12-19,sh.000001,2208.0710,2221.4480,2164.8870,2218.2350,2224.8400,5781846400,49717681273.0000,0.003224,-0.296874,1,,,,,1
2011-12-20,sh.000001,2209.6990,2239.8590,2206.5190,2215.9300,2218.2350,5276111300,46564369385.0000,0.002940,-0.103919,1,,,,,1
2011-12-21,sh.000001,2230.1800,2237.4660,2188.7100,2191.1480,2215.9300,5087726200,46125532122.0000,0.002835,-1.118356,1,,,,,1
2011-12-22,sh.000001,2178.5720,2201.5870,2149.4230,2186.2970,2191.1480,5898611700,48023419137.0000,0.003287,-0.221383,1,,,,,1
2011-12-23,sh.000001,2183.9110,2219.7860,2178.1410,2204.7840,2186.2970,5242132500,43478781866.0000,0.002920,0.845576,1,,,,,1
2011-12-26,sh.000001,2193.6590,2213.4530,2186.0700,2190.1100,2204.7840,4361366300,36403330902.0000,0.002428,-0.665545,1,,,,,1
2011-12-27,sh.000001,2186.7090,2196.9730,2162.7230,2166.2050,2190.1100,4571217900,37400003602.0000,0.002545,-1.091499,1,,,,,1
2011-12-28,sh.000001,2157.6500,2170.6720,2134.0170,2170.0130,2166.2050,4963343500,40007345153.0000,0.002763,0.175785,1,,,,,1
2011-12-29,sh.000001,2161.1840,2181.9550,2157.1150,2173.5610,2170.0130,4474920000,35989659760.0000,0.002490,0.163506,1,,,,,1
2011-12-30,sh.000001,2177.5170,2200.9880,2177.5170,2199.4170,2173.5610,5194383800,42698835641.0000,0.002889,1.189567,1,,,,,1
2012-01-04,sh.000001,2211.9950,2217.5200,2168.6440,2169.3900,2199.4170,4924553700,40632918502.0000,0.002748,-1.365230,1,,,,,0
2012-01-05,sh.000001,2160.8980,2183.4040,2145.5560,2148.4520,2169.3900,5874344700,46603965319.0000,0.003277,-0.965156,1,,,,,0
2012-01-06,sh.000001,2148.1470,2164.3220,2132.6260,2163.3950,2148.4520,5058305400,39465868149.0000,0.002819,0.695530,1,,,,,0
2012-01-09,sh.000001,2164.7410,2226.2180,2148.4530,2225.8900,2163.3950,7675983900,62132963469.0000,0.004277,2.888741,1,,,,,0
2012-01-10,sh.000001,2221.8320,2288.6280,2218.2750,2285.7440,2225.8900,10958541500,91045903375.0000,0.006106,2.688992,1,,,,,0
2012-01-11,sh.000001,2282.9130,2290.6440,2265.1850,2276.0460,2285.7440,8444178100,74264707833.0000,0.004705,-0.424282,1,,,,,0
2012-01-12,sh.000001,2268.7390,2295.2240,2265.2560,2275.0100,2276.0460,7156999400,63945881028.0000,0.003988,-0.045513,1,,,,,0
2012-01-13,sh.000001,2277.0800,2281.5320,2225.7360,2244.5800,2275.0100,7147432200,64030025661.0000,0.003983,-1.337574,1,,,,,0
2012-01-16,sh.000001,2230.4330,2241.2590,2206.0450,2206.1930,2244.5800,4585952200,42884791206.0000,0.002548,-1.710207,1,,,,,0
2012-01-17,sh.000001,2206.5310,2298.3760,2196.1170,2298.3760,2206.1930,8780356000,77406846620.0000,0.004878,4.178368,1,,,,,0
2012-01-18,sh.000001,2298.8340,2311.5790,2257.8980,2266.3840,2298.3760,8994042200,80655237044.0000,0.004990,-1.391937,1,,,,,0
2012-01-19,sh.000001,2266.0760,2305.7070,2259.3370,2296.0750,2266.3840,7249886100,63886737692.0000,0.004023,1.310057,1,,,,,0
2012-01-20,sh.000001,2300.5000,2322.8910,2293.8930,2319.1180,2296.0750,6992275300,62906415725.0000,0.003880,1.003581,1,,,,,0
2012-01-30,sh.000001,2324.4930,2324.4930,2284.2910,2285.0380,2319.1180,5841368700,51868459382.0000,0.003240,-1.469517,1,,,,,0
2012-01-31,sh.000001,2285.9540,2296.3840,2277.0560,2292.6100,2285.0380,4873832500,43777519937.0000,0.002704,0.331374,1,,,,,0
2012-02-01,sh.000001,2288.0660,2305.8630,2263.3420,2268.0800,2292.6100,5355381100,48554972307.0000,0.002970,-1.069961,1,,,,,0
2012-02-02,sh.000001,2273.8500,2312.5560,2268.6870,2312.5560,2268.0800,6347187200,57682360382.0000,0.003520,1.960946,1,,,,,0
2012-02-03,sh.000001,2306.6560,2336.2670,2300.9820,2330.4050,2312.5560,7894369700,70249339901.0000,0.004378,0.771835,1,,,,,0
2012-02-06,sh.000001,2334.2480,2341.5750,2317.4220,2331.1360,2330.4050,7573447700,67305626604.0000,0.004200,0.031366,1,,,,,0
2012-02-07,sh.000001,2319.4210,2319.7080,2278.8250,2291.9020,2331.1360,6732690600,58091080366.0000,0.003734,-1.683037,1,,,,,0
2012-02-08,sh.000001,2291.8120,2350.9650,2286.8190,2347.5300,2291.9020,8711452800,80885696801.0000,0.004831,2.427151,1,,,,,0
2012-02-09,sh.000001,2344.2240,2363.6130,2333.9350,2349.5890,2347.5300,9803232500,89658695587.0000,0.005437,0.087713,1,,,,,0
2012-02-10,sh.000001,2342.0110,2368.9790,2339.8850,2351.9810,2349.5890,9650161900,82222468070.0000,0.005352,0.101799,1,,,,,0
2012-02-13,sh.000001,2332.0550,2365.3390,2325.0280,2351.8550,2351.9810,8626358500,77715389643.0000,0.004784,-0.005356,1,,,,,0
2012-02-14,sh.000001,2348.8770,2352.4690,2332.2470,2344.7710,2351.8550,7313041300,66294933778.0000,0.004055,-0.301208,1,,,,,0
2012-02-15,sh.000001,2340.4550,2374.2820,2335.1010,2366.7020,2344.7710,9886102100,87632869277.0000,0.005480,0.935311,1,,,,,0
2012-02-16,sh.000001,2363.8970,2373.8040,2342.0730,2356.8600,2366.7020,9505116900,83758449953.0000,0.005269,-0.415844,1,,,,,0
2012-02-17,sh.000001,2366.6300,2372.5120,2344.7600,2357.1810,2356.8600,7192483900,65121696783.0000,0.003985,0.013611,1,,,,,0
2012-02-20,sh.000001,2383.6860,2388.0090,2362.0120,2363.5970,2357.1810,8891158600,82306945828.0000,0.004925,0.272190,1,,,,,0
2012-02-21,sh.000001,2365.4870,2382.1460,2345.0530,2381.4300,2363.5970,7934866900,74538521268.0000,0.004395,0.754486,1,,,,,0
2012-02-22,sh.000001,2380.5040,2404.4420,2374.0300,2403.5870,2381.4300,11868426900,109092241265.0000,0.006571,0.930407,1,,,,,0
2012-02-23,sh.000001,2401.7380,2416.8050,2396.7100,2409.5540,2403.5870,11255359300,105469685126.0000,0.006232,0.248256,1,,,,,0
2012-02-24,sh.000001,2410.8810,2439.9770,2405.2740,2439.6280,2409.5540,13490324900,121550205544.0000,0.007470,1.248114,1,,,,,0
2012-02-27,sh.000001,2447.4060,2478.3750,2444.6290,2447.0570,2439.6280,15807324400,144685593339.0000,0.008752,0.304512,1,,,,,0
2012-02-28,sh.000001,2440.9140,2458.6510,2431.8280,2451.8570,2447.0570,11836199300,107000289102.0000,0.006557,0.196156,1,,,,,0
2012-02-29,sh.000001,2446.2280,2453.0670,2426.3290,2428.4870,2451.8570,9553695200,91908381829.0000,0.005291,-0.953150,1,,,,,0
2012-03-01,sh.000001,2418.7880,2437.8740,2418.3340,2426.1150,2428.4870,7508328900,71067886558.0000,0.004157,-0.097677,1,,,,,0
2012-03-02,sh.000001,2430.0980,2461.1210,2430.0980,2460.6930,2426.1150,10322837800,96453866915.0000,0.005715,1.425247,1,,,,,0
2012-03-05,sh.000001,2464.8490,2469.8410,2442.1150,2445.0020,2460.6930,11269332600,107604373438.0000,0.006238,-0.637672,1,,,,,0
2012-03-06,sh.000001,2439.7790,2442.0010,2406.0560,2410.4450,2445.0020,10370901200,100674335990.0000,0.005739,-1.413368,1,,,,,0
2012-03-07,sh.000001,2391.2030,2413.6950,2388.5190,2394.7940,2410.4450,9479063600,91730684728.0000,0.005245,-0.649304,1,,,,,0
2012-03-08,sh.000001,2401.1020,2426.6980,2401.1020,2420.2760,2394.7940,9678213400,93410826914.0000,0.005348,1.064055,1,,,,,0
2012-03-09,sh.000001,2425.8850,2440.5110,2414.9660,2439.4620,2420.2760,10062405500,100411480219.0000,0.005560,0.792721,1,,,,,0
2012-03-12,sh.000001,2438.5460,2440.8570,2420.8400,2434.8590,2439.4620,10622305900,108158111406.0000,0.005868,-0.188690,1,,,,,0
2012-03-13,sh.000001,2432.8430,2457.2200,2428.6090,2455.7950,2434.8590,10464971200,102576931855.0000,0.005780,0.859846,1,,,,,0
2012-03-14,sh.000001,2464.9150,2476.2160,2382.8360,2391.2300,2455.7950,17978602900,170736655188.0000,0.009930,-2.629085,1,,,,,0
2012-03-15,sh.000001,2388.0630,2403.7420,2366.0240,2373.7740,2391.2300,12002549900,112260876485.0000,0.006629,-0.730003,1,,,,,0
2012-03-16,sh.000001,2377.7570,2406.1480,2368.3110,2404.7360,2373.7740,10367562200,102406003302.0000,0.005725,1.304343,1,,,,,0
2012-03-19,sh.000001,2401.2170,2412.3360,2383.6740,2410.1840,2404.7360,10215349000,102981667540.0000,0.005641,0.226553,1,,,,,0
2012-03-20,sh.000001,2407.5420,2407.5420,2376.0310,2376.8390,2410.1840,9790393500,94620915242.0000,0.005407,-1.383503,1,,,,,0
2012-03-21,sh.000001,2384.7090,2396.7220,2361.2220,2378.1950,2376.8390,9568653800,94949639342.0000,0.005285,0.057049,1,,,,,0
2012-03-22,sh.000001,2376.9910,2386.0990,2364.1300,2375.7720,2378.1950,7934888000,76900869341.0000,0.004383,-0.101888,1,,,,,0
2012-03-23,sh.000001,2369.0770,2371.2630,2342.1200,2349.5390,2375.7720,7686213900,74138712972.0000,0.004243,-1.104185,1,,,,,0
2012-03-26,sh.000001,2349.0860,2357.9960,2339.1410,2350.5990,2349.5390,5542773300,54051832906.0000,0.003060,0.045118,1,,,,,0
2012-03-27,sh.000001,2358.5450,2363.7660,2344.3040,2347.1790,2350.5990,6088111600,65159971554.0000,0.003359,-0.145502,1,,,,,0
2012-03-28,sh.000001,2341.0030,2341.4200,2281.4330,2284.8810,2347.1790,8364528300,78231139045.0000,0.004614,-2.654159,1,,,,,0
2012-03-29,sh.000001,2276.7400,2280.9580,2242.3450,2252.1600,2284.8810,7424808400,68018095501.0000,0.004096,-1.432074,1,,,,,0
2012-03-30,sh.000001,2256.0420,2266.2080,2246.2450,2262.7880,2252.1600,6202414700,55962029859.0000,0.003421,0.471910,1,,,,,0
2012-04-05,sh.000001,2258.0310,2303.8240,2251.3930,2302.2410,2262.7880,8010145600,74602339783.0000,0.004417,1.743552,1,,,,,0
2012-04-06,sh.000001,2299.0550,2309.6400,2291.5590,2306.5530,2302.2410,7213652100,68863352285.0000,0.003978,0.187296,1,,,,,0
2012-04-09,sh.000001,2300.0510,2304.6500,2284.4420,2285.7770,2306.5530,5976063900,55129724461.0000,0.003293,-0.900733,1,,,,,0
2012-04-10,sh.000001,2281.0240,2306.3870,2258.8530,2305.8630,2285.7770,6734552600,63133960653.0000,0.003710,0.878736,1,,,,,0
2012-04-11,sh.000001,2286.7160,2319.0530,2280.0350,2308.9250,2305.8630,7513007000,67516502992.0000,0.004138,0.132792,1,,,,,0
2012-04-12,sh.000001,2310.4840,2351.0550,2307.8410,2350.8640,2308.9250,9768789500,87315827000.0000,0.005380,1.816385,1,,,,,0
2012-04-13,sh.000001,2351.5130,2369.7010,2346.9440,2359.1610,2350.8640,9877441400,92321434038.0000,0.005440,0.352929,1,,,,,0
2012-04-16,sh.000001,2346.3070,2364.1110,2342.1990,2357.0260,2359.1610,8532268200,73752833490.0000,0.004695,-0.090499,1,,,,,0
2012-04-17,sh.000001,2355.3690,2363.0130,2333.3410,2334.9850,2357.0260,8468844500,72470714424.0000,0.004659,-0.935109,1,,,,,0
2012-04-18,sh.000001,2341.1350,2383.6400,2337.8570,2380.8480,2334.9850,10861254400,93123038358.0000,0.005975,1.964158,1,,,,,0
2012-04-19,sh.000001,2378.6320,2386.9780,2369.4590,2378.6340,2380.8480,9427242100,89960919583.0000,0.005185,-0.092986,1,,,,,0
2012-04-20,sh.000001,2374.6620,2407.2940,2372.1300,2406.8630,2378.6340,11552206200,101772111696.0000,0.006352,1.186774,1,,,,,0
2012-04-23,sh.000001,2403.5210,2411.5100,2383.0680,2388.5880,2406.8630,12290755800,109412433183.0000,0.006753,-0.759293,1,,,,,0
2012-04-24,sh.000001,2380.2360,2415.7490,2350.3990,2388.8340,2388.5880,13372235400,117494693490.0000,0.007343,0.010303,1,,,,,0
2012-04-25,sh.000001,2382.2110,2411.4210,2376.6260,2406.8130,2388.8340,13097286700,113070083354.0000,0.007192,0.752627,1,,,,,0
2012-04-26,sh.000001,2408.5580,2414.7540,2393.2650,2404.6970,2406.8130,11552958700,104823228170.0000,0.006344,-0.087916,1,,,,,0
2012-04-27,sh.000001,2402.4310,2408.4200,2393.8670,2396.3160,2404.6970,9122835000,84016072396.0000,0.005009,-0.348531,1,,,,,0
2012-05-02,sh.000001,2421.0820,2446.3500,2407.7880,2438.4360,2396.3160,12800600600,123975243894.0000,0.007026,1.757703,1,,,,,0
2012-05-03,sh.000001,2433.5890,2441.9530,2427.7280,2440.0800,2438.4360,10224849300,102185836407.0000,0.005612,0.067422,1,,,,,0
2012-05-04,sh.000001,2437.4650,2453.7310,2427.9690,2452.0140,2440.0800,10220487100,102378296014.0000,0.005607,0.489076,1,,,,,0
2012-05-07,sh.000001,2441.7570,2451.9470,2432.7360,2451.9470,2452.0140,10883010700,111395001265.0000,0.005967,-0.002728,1,,,,,0
2012-05-08,sh.000001,2451.5750,2451.5980,2431.0250,2448.8840,2451.9470,10485553700,104969661883.0000,0.005748,-0.124921,1,,,,,0
2012-05-09,sh.000001,2432.4720,2432.4720,2407.5090,2408.5870,2448.8840,9790221200,99521226356.0000,0.005366,-1.645530,1,,,,,0
2012-05-10,sh.000001,2409.9450,2419.1210,2402.2040,2410.2300,2408.5870,8169847100,81054861426.0000,0.004476,0.068217,1,,,,,0
2012-05-11,sh.000001,2406.0740,2415.9770,2393.3780,2394.9830,2410.2300,7486399500,75815758028.0000,0.004101,-0.632598,1,,,,,0
2012-05-14,sh.000001,2408.2620,2411.2720,2377.9830,2380.7250,2394.9830,9052633900,89364340585.0000,0.004956,-0.595320,1,,,,,0
2012-05-15,sh.000001,2367.0830,2376.5940,2354.6140,2374.8430,2380.7250,7792291600,77334728771.0000,0.004264,-0.247071,1,,,,,0
2012-05-16,sh.000001,2369.2950,2372.0320,2344.5000,2346.1920,2374.8430,7673382900,74181725328.0000,0.004198,-1.206443,1,,,,,0
2012-05-17,sh.000001,2347.1770,2383.3060,2342.3520,2378.8860,2346.1920,8687003000,81458439849.0000,0.004751,1.393496,1,,,,,0
2012-05-18,sh.000001,2364.8990,2369.5980,2338.2410,2344.5200,2378.8860,8968941900,78956446671.0000,0.004904,-1.444624,1,,,,,0
2012-05-21,sh.000001,2343.5760,2360.3860,2330.3250,2348.3000,2344.5200,7484034100,70052964572.0000,0.004090,0.161228,1,,,,,0
2012-05-22,sh.000001,2355.7320,2374.0560,2354.8680,2373.3070,2348.3000,7677978000,75374527235.0000,0.004194,1.064891,1,,,,,0
2012-05-23,sh.000001,2369.2650,2378.0770,2350.5480,2363.4370,2373.3070,8421658000,84886660758.0000,0.004601,-0.415870,1,,,,,0
2012-05-24,sh.000001,2359.6820,2373.0570,2344.5800,2350.9730,2363.4370,7920680500,76840602473.0000,0.004326,-0.527372,1,,,,,0
2012-05-25,sh.000001,2350.5410,2355.8080,2327.4080,2333.5530,2350.9730,7401925200,68024547810.0000,0.004039,-0.740966,1,,,,,0
2012-05-28,sh.000001,2325.3170,2361.7440,2309.0720,2361.3670,2333.5530,9496210500,86735892422.0000,0.005180,1.191915,1,,,,,0
2012-05-29,sh.000001,2361.0030,2393.2790,2358.3740,2389.6360,2361.3670,11715772500,111363644314.0000,0.006390,1.197147,1,,,,,0
2012-05-30,sh.000001,2385.3920,2391.6910,2378.1330,2384.6680,2389.6360,8980979300,84828401300.0000,0.004896,-0.207899,1,,,,,0
2012-05-31,sh.000001,2370.0070,2382.9890,2362.3140,2372.2340,2384.6680,7789022800,75383460178.0000,0.004245,-0.521418,1,,,,,0
2012-06-01,sh.000001,2373.2240,2388.0870,2365.4420,2373.4360,2372.2340,7702192300,77078144800.0000,0.004195,0.050676,1,,,,,0
2012-06-04,sh.000001,2346.9840,2348.1990,2308.2290,2308.5500,2373.4360,9017934700,86903299584.0000,0.004906,-2.733842,1,,,,,0
2012-06-05,sh.000001,2313.7410,2323.2980,2304.0460,2311.9160,2308.5500,6607852800,64099737588.0000,0.003595,0.145804,1,,,,,0
2012-06-06,sh.000001,2315.5610,2323.1130,2301.0350,2309.5550,2311.9160,5853202800,58562081283.0000,0.003184,-0.102127,1,,,,,0
2012-06-07,sh.000001,2324.6720,2328.6720,2288.6650,2293.1300,2309.5550,6023204800,59646400379.0000,0.003275,-0.711178,1,,,,,0
2012-06-08,sh.000001,2306.2190,2306.8820,2276.7140,2281.4470,2293.1300,6792464100,63755911203.0000,0.003693,-0.509472,1,,,,,0
2012-06-11,sh.000001,2282.8910,2311.7720,2278.1630,2305.8560,2281.4470,6419796700,60177220468.0000,0.003489,1.069888,1,,,,,0
2012-06-12,sh.000001,2295.0700,2298.9500,2280.9510,2289.7910,2305.8560,5994198200,55298586708.0000,0.003254,-0.696702,1,,,,,0
2012-06-13,sh.000001,2289.7070,2319.7140,2284.6500,2318.9240,2289.7910,7845434900,73945581880.0000,0.004257,1.272302,1,,,,,0
2012-06-14,sh.000001,2306.7810,2314.5850,2293.0650,2295.9460,2318.9240,7163372200,68928753615.0000,0.003886,-0.990892,1,,,,,0
2012-06-15,sh.000001,2299.7810,2314.2420,2283.4000,2306.8500,2295.9460,6868757900,67855914889.0000,0.003726,0.474926,1,,,,,0
2012-06-18,sh.000001,2313.5300,2325.0520,2309.7090,2316.0520,2306.8500,6059462200,60309396127.0000,0.003285,0.398895,1,,,,,0
2012-06-19,sh.000001,2313.4550,2313.4550,2298.3940,2300.7950,2316.0520,6013590500,57869602291.0000,0.003260,-0.658754,1,,,,,0
2012-06-20,sh.000001,2300.4060,2304.4580,2291.5410,2292.8770,2300.7950,5410395500,50568121867.0000,0.002933,-0.344141,1,,,,,0
2012-06-21,sh.000001,2288.4540,2288.4540,2253.7890,2260.8770,2292.8770,5899201200,54696856218.0000,0.003198,-1.395627,1,,,,,0
2012-06-25,sh.000001,2253.5140,2253.5140,2223.0540,2224.1140,2260.8770,5976895200,54809336014.0000,0.003238,-1.626048,1,,,,,0
2012-06-26,sh.000001,2214.6490,2229.2400,2203.9440,2222.0670,2224.1140,5294079800,47281397826.0000,0.002867,-0.092042,1,,,,,0
2012-06-27,sh.000001,2219.9440,2233.5430,2213.3230,2216.9340,2222.0670,5104912800,45220313771.0000,0.002764,-0.230993,1,,,,,0
2012-06-28,sh.000001,2220.2360,2224.1550,2195.3560,2195.8430,2216.9340,5418218300,50299744713.0000,0.002933,-0.951362,1,,,,,0
2012-06-29,sh.000001,2190.5760,2226.4850,2188.7160,2225.4310,2195.8430,6144188600,55964660552.0000,0.003326,1.347450,1,,,,,0
2012-07-02,sh.000001,2234.3200,2234.8730,2215.3580,2226.1100,2225.4310,6219620700,60638957821.0000,0.003348,0.030520,1,,,,,0
2012-07-03,sh.000001,2225.5680,2244.8320,2219.0500,2229.1930,2226.1100,6270302100,60441034732.0000,0.003375,0.138493,1,,,,,0
2012-07-04,sh.000001,2233.3350,2239.2700,2219.4480,2227.3150,2229.1930,5527365600,52367380262.0000,0.002974,-0.084254,1,,,,,0
2012-07-05,sh.000001,2218.2160,2218.2160,2192.6480,2201.3530,2227.3150,5796793400,52088149213.0000,0.003118,-1.165615,1,,,,,0
2012-07-06,sh.000001,2203.7300,2227.4730,2185.5220,2223.5790,2201.3530,7655791700,70766413523.0000,0.004116,1.009655,1,,,,,0
2012-07-09,sh.000001,2210.7140,2216.6970,2168.6080,2170.8140,2223.5790,7511147200,69313222932.0000,0.004038,-2.372982,1,,,,,0
2012-07-10,sh.000001,2166.9470,2178.1950,2156.7260,2164.4370,2170.8140,5899397200,53225562146.0000,0.003172,-0.293759,1,,,,,0
2012-07-11,sh.000001,2160.0200,2176.4910,2156.5960,2175.3830,2164.4370,5861447200,53413031939.0000,0.003149,0.505722,1,,,,,0
2012-07-12,sh.000001,2172.0640,2197.0440,2152.6750,2185.4910,2175.3830,8213376200,79627358213.0000,0.004412,0.464650,1,,,,,0
2012-07-13,sh.000001,2180.1720,2198.6610,2177.9240,2185.8950,2185.4910,5754683800,56114765517.0000,0.003091,0.018488,1,,,,,0
2012-07-16,sh.000001,2187.8870,2188.0630,2146.1540,2147.9550,2185.8950,6748768100,62714719943.0000,0.003623,-1.735671,1,,,,,0
2012-07-17,sh.000001,2142.4300,2165.3350,2141.4810,2161.1860,2147.9550,5518440800,52050624697.0000,0.002963,0.615979,1,,,,,0
2012-07-18,sh.000001,2159.8570,2170.2960,2138.7920,2169.0990,2161.1860,6655265900,59282117140.0000,0.003573,0.366146,1,,,,,0
2012-07-19,sh.000001,2164.2740,2197.7900,2159.9430,2184.8410,2169.0990,7933804900,68350742556.0000,0.004257,0.725737,1,,,,,0
2012-07-20,sh.000001,2180.0120,2185.7330,2162.0640,2168.6380,2184.8410,6434667200,54549966992.0000,0.003452,-0.741616,1,,,,,0
2012-07-23,sh.000001,2154.1710,2154.1710,2135.5630,2141.4020,2168.6380,5567708100,47984498101.0000,0.002986,-1.255896,1,,,,,0
2012-07-24,sh.000001,2132.3170,2158.9480,2131.0130,2146.5890,2141.4020,5441128600,46650467118.0000,0.002918,0.242225,1,,,,,0
2012-07-25,sh.000001,2141.0360,2151.4500,2132.8330,2136.1510,2146.5890,4857589400,41112394801.0000,0.002601,-0.486271,1,,,,,0
2012-07-26,sh.000001,2134.9870,2147.6640,2124.1550,2126.0040,2136.1510,5288407600,44906166094.0000,0.002831,-0.475012,1,,,,,0
2012-07-27,sh.000001,2132.0090,2139.1540,2120.6300,2128.7650,2126.0040,5207692000,46680223948.0000,0.002788,0.129867,1,,,,,0
2012-07-30,sh.000001,2128.1590,2137.7360,2107.6340,2109.9140,2128.7650,5199238300,42406106639.0000,0.002757,-0.885529,1,,,,,0
2012-07-31,sh.000001,2109.3250,2116.9040,2100.2520,2103.6340,2109.9140,5345609700,43470814409.0000,0.002834,-0.297644,1,,,,,0
2012-08-01,sh.000001,2101.7230,2130.7120,2101.7080,2123.3600,2103.6340,5380460200,44407565240.0000,0.002853,0.937714,1,,,,,0
2012-08-02,sh.000001,2120.1460,2126.4600,2103.4950,2111.1820,2123.3600,5346753900,41781302309.0000,0.002835,-0.573535,1,,,,,0
2012-08-03,sh.000001,2113.9640,2133.2660,2108.3300,2132.7960,2111.1820,5337132900,43755341373.0000,0.002830,1.023787,1,,,,,0
2012-08-06,sh.000001,2129.1480,2158.6810,2127.2630,2154.9160,2132.7960,7184320400,61162418837.0000,0.003809,1.037142,1,,,,,0
2012-08-07,sh.000001,2153.0930,2159.6830,2148.8970,2157.6200,2154.9160,7504979800,61939172451.0000,0.003979,0.125485,1,,,,,0
2012-08-08,sh.000001,2158.9820,2168.7340,2153.0200,2160.9900,2157.6200,7286953600,62324848205.0000,0.003863,0.156185,1,,,,,0
2012-08-09,sh.000001,2159.4340,2175.5450,2148.6940,2174.1020,2160.9900,7252924600,65269645651.0000,0.003845,0.606762,1,,,,,0
2012-08-10,sh.000001,2172.9640,2176.7950,2165.2840,2168.8140,2174.1020,6836855900,60929040657.0000,0.003621,-0.243231,1,,,,,0
2012-08-13,sh.000001,2164.0430,2164.0430,2134.5540,2136.0780,2168.8140,7135232200,63097889074.0000,0.003779,-1.509400,1,,,,,0
2012-08-14,sh.000001,2137.0470,2144.0060,2119.2530,2142.5250,2136.0780,6757158900,59676955655.0000,0.003576,0.301816,1,,,,,0
2012-08-15,sh.000001,2138.2780,2139.1420,2118.5030,2118.9450,2142.5250,5460939400,45974551736.0000,0.002890,-1.100563,1,,,,,0
2012-08-16,sh.000001,2116.0800,2122.6830,2109.6580,2112.1970,2118.9450,4517300900,38983892616.0000,0.002390,-0.318463,1,,,,,0
2012-08-17,sh.000001,2111.6530,2120.7140,2100.7870,2114.8910,2112.1970,4439063400,39157482604.0000,0.002349,0.127549,1,,,,,0
2012-08-20,sh.000001,2102.2310,2110.7800,2089.0180,2106.9570,2114.8910,4671749900,39258125490.0000,0.002468,-0.375153,1,,,,,0
2012-08-21,sh.000001,2106.3810,2124.1950,2103.0710,2118.2680,2106.9570,6075650500,51476983797.0000,0.003208,0.536842,1,,,,,0
2012-08-22,sh.000001,2118.8810,2121.1490,2097.6050,2107.7110,2118.2680,5844141200,48951230033.0000,0.003085,-0.498385,1,,,,,0
2012-08-23,sh.000001,2106.9600,2118.7360,2097.0830,2113.0720,2107.7110,5847229900,50332396315.0000,0.003087,0.254356,1,,,,,0
2012-08-24,sh.000001,2108.3600,2109.8220,2089.2170,2092.1040,2113.0720,6017894800,49673673016.0000,0.003176,-0.992300,1,,,,,0
2012-08-27,sh.000001,2085.3730,2085.3730,2055.3770,2055.7080,2092.1040,6031483300,47863250945.0000,0.003184,-1.739684,1,,,,,0
2012-08-28,sh.000001,2054.9670,2083.9560,2052.4920,2073.1540,2055.7080,5442210400,42097864049.0000,0.002873,0.848664,1,,,,,0
2012-08-29,sh.000001,2066.8200,2073.9490,2051.7750,2053.2350,2073.1540,5220980800,41622140056.0000,0.002756,-0.960804,1,,,,,0
2012-08-30,sh.000001,2044.0330,2060.1850,2032.5370,2052.5850,2053.2350,6196379200,50764221756.0000,0.003270,-0.031664,1,,,,,0
2012-08-31,sh.000001,2046.2890,2059.3020,2044.6500,2047.5220,2052.5850,4614390400,35269787928.0000,0.002435,-0.246664,1,,,,,0
2012-09-03,sh.000001,2044.8250,2066.7800,2041.1610,2059.1470,2047.5220,6063549800,47911475436.0000,0.003198,0.567759,1,,,,,0
2012-09-04,sh.000001,2060.6130,2063.8170,2039.2660,2043.6490,2059.1470,5746218400,47574484927.0000,0.003031,-0.752638,1,,,,,0
2012-09-05,sh.000001,2038.8730,2048.3190,2029.0540,2037.6810,2043.6490,5764980300,44886467552.0000,0.003041,-0.292027,1,,,,,0
2012-09-06,sh.000001,2040.6680,2052.9500,2036.3660,2051.9180,2037.6810,5609181700,42728537035.0000,0.002959,0.698683,1,,,,,0
2012-09-07,sh.000001,2062.9900,2145.0030,2062.9900,2127.7620,2051.9180,13993262400,111136695813.0000,0.007380,3.696249,1,,,,,0
2012-09-10,sh.000001,2128.0650,2140.1680,2120.4860,2134.8930,2127.7620,10358002600,86110737817.0000,0.005461,0.335146,1,,,,,0
2012-09-11,sh.000001,2127.5190,2127.5190,2107.2190,2120.5540,2134.8930,8042663800,65762864356.0000,0.004240,-0.671655,1,,,,,0
2012-09-12,sh.000001,2129.6870,2137.8900,2109.1370,2126.5540,2120.5540,8411474200,69157408695.0000,0.004435,0.282945,1,,,,,0
2012-09-13,sh.000001,2123.8400,2130.0790,2109.9960,2110.3790,2126.5540,7904497200,64590831355.0000,0.004167,-0.760623,1,,,,,0
2012-09-14,sh.000001,2127.3890,2136.2260,2111.1200,2123.8470,2110.3790,9124827100,76179406828.0000,0.004811,0.638180,1,,,,,0
2012-09-17,sh.000001,2120.6170,2121.5830,2077.4840,2078.5000,2123.8470,7639223300,62461134375.0000,0.004028,-2.135132,1,,,,,0
2012-09-18,sh.000001,2069.3430,2074.7620,2053.6620,2059.5430,2078.5000,5379485000,43632379817.0000,0.002836,-0.912053,1,,,,,0
2012-09-19,sh.000001,2061.0610,2069.9500,2055.1980,2067.8310,2059.5430,5224362900,43550876130.0000,0.002754,0.402424,1,,,,,0
2012-09-20,sh.000001,2060.3060,2060.3060,2023.0850,2024.8370,2067.8310,6748265900,53959071020.0000,0.003558,-2.079184,1,,,,,0
