candle_begin_time,open,high,low,close,volume,quote_volume,trade_num,taker_buy_base_asset_volume
2017-08-25 16:00:00,4394.36,4453.91,4284.11,4307.17,52.399329999999985,230331.50713669998,518,8.162051
2017-08-25 20:00:00,4326.0,4365.0,4247.48,4280.68,39.959625,171815.35369834,499,5.275097000000001
2017-08-26 00:00:00,4280.71,4315.0,4228.99,4297.94,41.63856800000001,178220.54844696997,425,5.690846
2017-08-26 04:00:00,4297.94,4319.7,4252.44,4319.7,28.707288000000002,123253.55557525998,264,7.4409579999999975
2017-08-26 08:00:00,4319.7,4319.7,4260.88,4288.72,36.15308100000001,155418.86316772999,242,6.650417
2017-08-26 12:00:00,4288.72,4306.74,4221.14,4275.0,34.654984000000006,147798.52539778,364,11.245799
2017-08-26 16:00:00,4275.0,4351.32,4212.41,4293.52,47.431108,202533.71619518002,550,16.119488999999998
2017-08-26 20:00:00,4293.52,4367.0,4279.0,4337.44,39.52303900000001,170640.52454918,415,9.042632
2017-08-27 00:00:00,4332.51,4400.0,4314.91,4314.91,62.980388,274219.29999526,731,18.202448000000004
2017-08-27 04:00:00,4329.19,4370.85,4293.42,4313.84,47.478199000000004,205503.40860345002,500,7.930590999999999
2017-08-27 08:00:00,4331.29,4352.34,4285.56,4323.37,57.13868200000001,246810.84707828003,863,20.357794
2017-08-27 12:00:00,4323.37,4340.0,4285.54,4325.0,35.277424,152269.97962718998,448,6.562835
2017-08-27 16:00:00,4290.01,4386.78,4290.01,4368.41,72.11126000000002,313605.6811477799,588,30.331783999999992
2017-08-27 20:00:00,4336.12,4386.79,4309.6,4310.01,75.70663200000001,329170.8455736099,540,18.265906000000005
2017-08-28 00:00:00,4310.01,4330.36,4239.36,4239.37,73.29535500000003,314379.26640406,629,12.495602
2017-08-28 04:00:00,4239.37,4297.11,4124.54,4261.9,94.39719800000003,396586.3493898799,913,47.61399899999999
2017-08-28 08:00:00,4261.9,4365.4,4226.93,4308.0,121.722034,521484.88036312006,670,38.24161800000001
2017-08-28 12:00:00,4309.0,4347.0,4271.03,4273.59,121.85855099999999,524244.46820397984,779,24.12777
2017-08-28 16:00:00,4317.2,4370.45,4273.59,4321.65,107.22567699999999,464100.1874990701,757,9.158928999999995
2017-08-28 20:00:00,4321.65,4399.82,4290.18,4386.69,85.342801,370865.37393942,601,11.149864
2017-08-29 00:00:00,4353.65,4386.69,4314.35,4376.99,78.862074,343403.7671580599,618,15.822292999999998
2017-08-29 04:00:00,4363.48,4404.07,4313.55,4329.02,128.45695900000004,560654.3240116201,894,31.059638000000003
2017-08-29 08:00:00,4328.12,4417.61,4328.12,4368.5,88.051429,383494.55741863,701,16.677621
2017-08-29 12:00:00,4368.5,4625.85,4347.59,4570.0,128.764571,578421.2477557199,839,37.76182300000001
2017-08-29 16:00:00,4569.65,4584.0,4496.95,4555.55,127.21422999999994,576878.6376654999,751,25.858034000000007
2017-08-29 20:00:00,4540.0,4624.99,4535.09,4587.48,52.195764999999994,239631.20182038,356,16.263158
2017-08-30 00:00:00,4564.52,4619.99,4527.45,4583.61,119.42502999999996,547729.40792655,771,12.765248
2017-08-30 04:00:00,4600.0,4647.51,4550.01,4550.02,149.551451,687373.8867070699,787,31.591102000000003
2017-08-30 08:00:00,4550.0,4597.0,4416.01,4498.35,176.15182799999994,794966.1610554002,1337,57.171839999999996
2017-08-30 12:00:00,4537.0,4592.76,4416.16,4546.77,163.01348099999996,740107.0380409999,1200,58.28380700000001
2017-08-30 16:00:00,4546.77,4609.92,4532.8,4536.82,84.84527799999998,387465.99565689,721,16.298615
2017-08-30 20:00:00,4536.82,4579.91,4516.87,4555.14,115.48170300000001,526072.19727432,735,19.95164
2017-08-31 00:00:00,4555.14,4606.0,4555.14,4593.66,109.650881,502542.55326566007,814,21.242802000000005
2017-08-31 04:00:00,4596.54,4628.12,4572.64,4592.16,102.99892499999999,473170.50313892006,630,10.384802
2017-08-31 08:00:00,4603.58,4678.57,4572.64,4656.67,111.874811,516656.4313336501,652,21.146363
2017-08-31 12:00:00,4674.97,4685.55,4631.41,4648.82,106.99719500000002,499150.4044554899,899,30.609832999999995
2017-08-31 16:00:00,4648.82,4745.42,4638.98,4698.77,66.80316299999998,313070.97548359,603,29.561752999999996
2017-08-31 20:00:00,4688.47,4724.89,4666.84,4724.89,58.63182699999999,275287.85633453,563,19.001772000000003
2017-09-01 00:00:00,4689.89,4767.0,4689.89,4714.73,75.64797800000001,357791.71792980004,623,23.541048
2017-09-01 04:00:00,4714.73,4734.99,4654.88,4707.5,101.22613399999999,475248.79840835993,541,11.099094
2017-09-01 08:00:00,4715.0,4798.46,4708.09,4775.0,130.966655,621598.3693737398,810,27.874135000000006
2017-09-01 12:00:00,4775.0,4839.92,4725.81,4803.83,68.88771200000002,328391.46774726,518,16.259311
2017-09-01 16:00:00,4756.46,4815.67,4738.94,4813.24,96.95162300000001,463263.5520488199,893,14.847569999999997
2017-09-01 20:00:00,4813.24,4885.55,4760.01,4834.91,86.986264,418871.65373818006,615,25.038945000000005
2017-09-02 00:00:00,4796.16,4939.19,4764.88,4788.07,145.53852799999999,706334.73106411,1036,57.071122
2017-09-02 04:00:00,4765.01,4814.49,4473.35,4697.71,178.76960799999998,829631.9720052201,1708,91.28187900000002
2017-09-02 08:00:00,4701.02,4709.4,4549.77,4630.01,142.239876,657144.1916878201,1097,45.677620000000005
2017-09-02 12:00:00,4669.75,4675.0,4354.61,4460.19,187.30448500000003,843199.13422133,1300,75.69250899999999
2017-09-02 16:00:00,4465.12,4554.98,4377.43,4509.77,139.61552199999997,625129.0016031499,980,42.654962999999995
2017-09-02 20:00:00,4509.77,4509.96,4286.87,4472.14,135.680576,596284.91423537,1354,66.82177
2017-09-03 00:00:00,4508.5,4618.4,4467.88,4569.54,112.56875799999999,512530.06458622,1012,47.18065700000001
2017-09-03 04:00:00,4584.78,4714.76,4584.78,4620.87,119.75288399999998,558337.0493522801,937,42.738113
2017-09-03 08:00:00,4610.52,4674.86,4456.8,4486.0,103.21351900000003,471069.6234380501,1042,33.16705199999999
2017-09-03 12:00:00,4475.23,4557.25,4298.33,4384.15,170.27151900000004,746548.0070586001,1470,72.89516999999996
2017-09-03 16:00:00,4351.02,4530.0,4345.01,4529.0,106.29429699999999,475155.63765136,903,32.214928
2017-09-03 20:00:00,4529.0,4583.84,4445.15,4509.08,79.115221,357412.3702153001,658,30.738616
2017-09-04 00:00:00,4509.08,4527.49,4340.5,4340.51,81.33112200000001,359550.90608499,773,25.248943999999998
2017-09-04 04:00:00,4340.53,4493.15,4052.0,4186.96,275.913594,1189009.11616251,1616,101.98017200000002
2017-09-04 08:00:00,4102.05,4437.68,4075.0,4153.0,464.6800380000001,1991735.4912529697,2493,216.54128300000002
2017-09-04 12:00:00,4153.0,4311.14,4014.76,4015.03,276.2412270000001,1148497.80654432,1997,122.464218
2017-09-04 16:00:00,4015.03,4224.99,3972.51,4203.67,155.04256599999997,629753.80805287,1131,60.254402999999996
2017-09-04 20:00:00,4187.0,4300.95,4100.11,4100.11,141.43606699999998,591400.3619920798,1307,52.111831000000016
2017-09-05 00:00:00,4106.97,4121.33,3603.0,3988.04,286.737295,1124065.3280494402,2349,124.31296499999998
2017-09-05 04:00:00,3996.24,4190.4,3943.1,4190.4,213.834421,863207.8962573098,2062,81.514731
2017-09-05 08:00:00,4190.0,4248.6,4050.0,4246.82,222.1144089999999,920695.13763823,1777,98.20795899999999
2017-09-05 12:00:00,4248.64,4298.0,4116.65,4151.0,245.07646500000004,1038279.2874513,1804,107.77447299999997
2017-09-05 16:00:00,4140.0,4459.55,4096.06,4442.48,125.58457499999997,540714.49592313,1091,65.687101
2017-09-05 20:00:00,4442.09,4484.99,4351.01,4366.47,135.59099200000003,596491.0414313,1001,55.978836
2017-09-06 00:00:00,4366.49,4522.81,4365.73,4430.02,187.420569,836042.0316093098,2090,95.930096
2017-09-06 04:00:00,4448.1,4505.96,4335.26,4461.29,166.307942,734060.92994898,1510,79.00881300000003
2017-09-06 08:00:00,4476.13,4597.79,4469.82,4548.13,175.29482000000002,793406.9868272799,1753,98.25274600000002
2017-09-06 12:00:00,4544.59,4619.47,4422.28,4619.43,261.5967969999999,1185456.9964770903,2560,144.11303
2017-09-06 16:00:00,,,,,0.0,0.0,0,0.0
2017-09-06 20:00:00,4619.43,4662.87,4610.0,4619.77,16.743598,77379.11058057,43,5.618378
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4484.03,87.175086,393294.5027811699,411,39.456666
2017-09-07 04:00:00,4489.48,4561.9,4452.0,4510.25,65.944247,297836.04453649,431,26.346097
2017-09-07 08:00:00,4475.01,4649.92,4458.0,4613.94,92.51027699999999,422327.08597411006,572,51.494748
2017-09-07 12:00:00,4616.79,4759.25,4587.65,4755.0,165.209682,771294.0553070698,986,80.051451
2017-09-07 16:00:00,4755.0,4788.59,4672.35,4754.21,52.128251999999996,246704.49904326,326,28.62136499999999
2017-09-07 20:00:00,4716.61,4752.12,4586.13,4691.61,37.46243100000001,174338.9487410501,344,14.713621999999999
2017-09-08 00:00:00,4691.66,4735.39,4586.13,4605.05,45.90090299999999,212248.66521330003,371,18.61278
2017-09-08 04:00:00,4633.47,4633.47,4587.08,4619.01,44.83,206873.49632987002,382,16.559321
2017-09-08 08:00:00,4619.01,4699.77,4611.48,4647.53,36.305425,169014.14200082002,254,20.446515
2017-09-08 12:00:00,4653.92,4690.83,4028.93,4348.65,492.15534099999996,2109067.74588639,1609,216.28386399999997
2017-09-08 16:00:00,4330.68,4396.49,4190.0,4190.01,225.12769599999993,965859.39445523,938,96.351461
2017-09-08 20:00:00,4195.87,4334.15,4060.0,4282.8,287.935681,1203463.78250776,1179,97.708178
2017-09-09 00:00:00,4282.8,4338.28,4150.06,4242.01,204.10096800000005,863722.6395616203,990,100.62014100000003
2017-09-09 04:00:00,4254.44,4426.62,4200.02,4321.52,119.28348999999999,515861.5712589601,694,62.31486700000001
2017-09-09 08:00:00,4336.19,4345.38,4262.75,4327.63,59.71620999999998,257308.09212237,390,20.148072000000003
2017-09-09 12:00:00,4331.82,4400.6,4245.94,4276.0,124.77800000000002,538079.1493932399,608,59.215182999999996
2017-09-09 16:00:00,4276.0,4281.32,4159.64,4253.7,100.39021500000003,424639.0031674801,580,32.877656
2017-09-09 20:00:00,4267.51,4300.0,4241.25,4258.81,50.514069,215773.01018330996,515,12.813886000000002
2017-09-10 00:00:00,4258.81,4279.7,4087.62,4144.0,97.96286900000001,408289.8525518001,578,30.253451999999996
2017-09-10 04:00:00,4144.0,4149.0,3801.0,3988.95,208.62893500000004,833080.2813336102,834,67.29794999999999
2017-09-10 08:00:00,3988.89,4100.0,3900.05,4098.79,105.95262300000003,426297.26514777,510,73.40090699999999
2017-09-10 12:00:00,4069.43,4135.48,4043.17,4094.93,80.23849699999998,328349.0930052601,448,49.596452
2017-09-10 16:00:00,4086.92,4283.0,4072.45,4274.32,103.90989799999997,437468.94007686,528,51.886427999999995
2017-09-10 20:00:00,4269.36,4274.32,4100.0,4130.37,63.680453,266886.37607681006,537,19.351698
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4312.05,234.25515700000003,995569.7497927602,1117,116.41659299999999
2017-09-11 04:00:00,4320.46,4325.99,4101.32,4178.73,191.225188,803505.46020881,889,75.22658799999996
2017-09-11 08:00:00,4186.88,4221.63,4115.39,4191.53,69.23985700000001,289675.9558568399,581,38.76371100000001
2017-09-11 12:00:00,4191.54,4313.18,4174.97,4251.29,88.42250699999997,375730.14714415005,601,46.17504699999999
2017-09-11 16:00:00,4246.43,4280.0,4158.84,4182.27,86.75553000000001,366294.1651711199,635,30.706057999999995
2017-09-11 20:00:00,4187.99,4225.0,4158.85,4208.47,30.090826000000007,126067.28432779001,405,14.910333
2017-09-12 00:00:00,4208.6,4305.01,4201.9,4294.25,92.676353,394677.90182918997,1052,59.71360100000001
2017-09-12 04:00:00,4294.54,4394.59,4279.77,4361.0,152.58768400000002,662988.8990896699,1382,91.321155
2017-09-12 08:00:00,4361.04,4373.67,4228.5,4340.1,99.70079599999998,429374.1254491202,782,35.23524999999999
2017-09-12 12:00:00,4343.01,4345.92,4230.0,4258.72,189.74054300000003,808614.9191020202,1327,66.54222600000001
2017-09-12 16:00:00,4249.49,4280.0,4040.8,4165.5,284.9824290000001,1180531.31083914,1406,172.826327
2017-09-12 20:00:00,4158.27,4202.53,4101.69,4163.72,59.942514,249003.46698037998,552,26.142110999999996
2017-09-13 00:00:00,4159.72,4165.38,3916.0,3936.84,186.04492699999997,748504.1048370199,1105,70.739138
2017-09-13 04:00:00,3933.21,3991.01,3796.8,3933.76,193.79314599999998,756284.4511773101,793,99.69416899999999
2017-09-13 08:00:00,3914.01,3970.0,3820.0,3832.0,136.033476,527009.53039618,805,36.661004
2017-09-13 12:00:00,3831.01,3976.19,3760.0,3795.0,208.447245,800215.07967988,1422,57.00621999999999
2017-09-13 16:00:00,3775.47,3991.01,3765.13,3879.81,136.246089,531095.3901808299,584,69.01433300000001
2017-09-13 20:00:00,3879.81,3991.01,3845.03,3944.69,52.89766200000001,207257.36944547,310,29.938548999999995
2017-09-14 00:00:00,3944.0,3993.0,3800.02,3806.0,112.91651399999999,438156.27108047006,454,44.56770300000001
2017-09-14 04:00:00,3800.01,3890.0,3800.0,3869.99,110.94663499999999,425836.36189146,816,51.91166100000001
2017-09-14 08:00:00,3846.58,3889.98,3418.0,3481.02,473.81776300000007,1733255.4363344796,2435,176.95687999999996
2017-09-14 12:00:00,3481.02,3666.0,3395.0,3518.0,423.1772900000001,1489372.27534429,2146,255.15907400000003
2017-09-14 16:00:00,3522.0,3533.97,3263.0,3370.0,326.1605149999999,1106714.97380294,1686,132.865484
2017-09-14 20:00:00,3368.73,3450.0,3165.13,3189.02,218.00282600000003,720926.0861546099,1529,99.693174
2017-09-15 00:00:00,3188.01,3460.0,3152.01,3370.0,251.702648,847379.5973336701,1731,119.92117499999999
2017-09-15 04:00:00,3369.99,3380.0,3031.0,3148.0,304.9351260000001,965684.2415439701,1434,101.99236800000003
2017-09-15 08:00:00,3148.0,3148.0,2817.0,2919.0,364.65350499999994,1079492.7167701297,1709,188.235823
2017-09-15 12:00:00,2870.9,3856.0,2870.9,3830.0,682.85976,2362499.2709154994,3101,407.533625
2017-09-15 16:00:00,3839.94,3839.98,3483.0,3702.66,245.9479300000001,892142.3200171598,1425,100.036159
2017-09-15 20:00:00,3702.3,3799.9,3658.04,3700.0,118.767523,441569.04011402995,1045,48.403095
2017-09-16 00:00:00,3674.01,3950.0,3658.04,3770.0,170.70604100000003,649331.1574605998,1698,97.83620400000002
2017-09-16 04:00:00,3769.94,3935.93,3753.23,3847.9,257.80477800000006,985971.0839853002,1488,117.80815599999998
2017-09-16 08:00:00,3847.92,3850.0,3470.66,3630.06,408.649993,1492553.7155595997,2008,171.661542
2017-09-16 12:00:00,3630.06,3800.0,3531.01,3567.11,210.07850099999996,766451.6942741001,1722,87.834754
2017-09-16 16:00:00,3567.03,3714.99,3531.05,3664.0,172.87763299999992,626059.5185636699,1209,122.23835600000004
2017-09-16 20:00:00,3664.01,3715.0,3600.6,3714.95,77.447007,284511.0773695599,684,27.508829999999996
2017-09-17 00:00:00,3685.23,3709.94,3580.0,3580.0,125.95759899999999,456179.25320811,955,33.826902000000004
2017-09-17 04:00:00,3568.07,3604.79,3550.0,3559.0,85.89339800000002,305999.53271408007,821,19.981469000000004
2017-09-17 08:00:00,3559.0,3609.39,3499.02,3499.03,160.75557199999997,568689.5644944101,1576,57.23650000000001
2017-09-17 12:00:00,3499.03,3660.0,3499.03,3637.33,135.94398999999999,491585.18123359996,1076,81.11483699999998
2017-09-17 16:00:00,3649.49,3748.21,3638.05,3720.0,85.074217,315462.37170888,992,42.29016899999999
2017-09-17 20:00:00,3700.13,3739.0,3679.15,3699.99,88.546434,328574.3752355799,935,39.482099000000005
2017-09-18 00:00:00,3690.0,3850.0,3690.0,3830.0,129.763678,491232.77865681995,1272,59.400416999999976
2017-09-18 04:00:00,3830.0,4000.0,3760.0,3950.32,227.684713,885643.3421291901,1647,103.437356
2017-09-18 08:00:00,3976.58,3976.58,3848.33,3929.33,150.27891500000004,590682.9355988601,1170,55.526430999999995
2017-09-18 12:00:00,3932.98,4123.2,3890.0,4030.33,291.9762910000001,1179529.36972604,2225,129.15852099999998
2017-09-18 16:00:00,4048.99,4048.99,3928.33,3969.48,113.49421300000002,450874.49343966995,1062,42.11152099999999
2017-09-18 20:00:00,3969.5,4085.0,3951.0,4035.01,116.808645,471070.13760804996,844,28.004476
2017-09-19 00:00:00,4060.0,4089.97,3901.0,3971.02,163.643751,652061.0783806099,1271,56.41637299999999
2017-09-19 04:00:00,3972.0,3981.19,3830.91,3936.28,181.78172999999995,711443.6728692799,1364,50.780270000000016
2017-09-19 08:00:00,3880.06,4032.02,3873.0,3969.01,125.448115,497852.70825689,931,42.042587999999995
2017-09-19 12:00:00,3969.32,4029.99,3901.02,3965.01,171.194272,679036.93149045,1315,49.744481
2017-09-19 16:00:00,3970.0,4014.56,3871.99,3890.01,122.480176,484441.1019339401,1165,23.47532
2017-09-19 20:00:00,3890.02,3920.0,3830.91,3910.04,137.78408499999998,533479.70450755,1296,34.861319999999985
2017-09-20 00:00:00,3910.04,3923.26,3843.0,3875.93,110.321379,428527.76527492004,1042,22.144783999999998
2017-09-20 04:00:00,3875.91,3988.83,3820.0,3913.89,147.87468800000002,575758.49062031,1643,84.236244
2017-09-20 08:00:00,3913.91,3979.99,3859.31,3927.77,108.22949799999999,425661.7401559799,1189,83.563818
2017-09-20 12:00:00,3927.77,4046.08,3912.08,4005.0,127.932758,510343.6357244899,1239,59.012146999999985
2017-09-20 16:00:00,3997.5,4039.99,3962.76,3962.93,105.221655,421163.63706075994,1016,76.01773300000002
2017-09-20 20:00:00,3962.93,4000.0,3860.09,3900.0,121.355098,478129.18425158,1102,70.300412
2017-09-21 00:00:00,3889.99,3910.0,3816.63,3827.66,167.38987300000002,645251.8676868001,1331,90.74489100000001
2017-09-21 04:00:00,3820.02,3903.28,3800.0,3885.23,109.78335699999998,423758.90541539993,1151,65.05501400000001
2017-09-21 08:00:00,3885.23,3904.81,3835.88,3864.95,69.458389,268824.24750125,1047,49.4514
2017-09-21 12:00:00,3862.99,3879.99,3668.6,3727.44,274.620286,1034122.59777983,1916,118.140306
2017-09-21 16:00:00,3730.0,3747.48,3592.62,3605.03,205.53548999999998,750607.1259414802,1719,97.732755
2017-09-21 20:00:00,3605.03,3678.26,3567.0,3609.99,174.86668899999998,634478.33388788,1550,96.13456000000001
2017-09-22 00:00:00,3592.84,3697.51,3592.84,3697.51,131.71382299999996,480636.26820384996,1273,96.29838600000001
2017-09-22 04:00:00,3693.01,3750.0,3658.46,3658.46,139.674068,518551.5767337701,1403,77.73737299999998
2017-09-22 08:00:00,3658.46,3669.0,3522.22,3539.97,151.960238,546803.5217879298,1258,70.339173
2017-09-22 12:00:00,3528.36,3645.99,3505.55,3514.07,179.874633,641642.93430202,1740,104.81093399999999
2017-09-22 16:00:00,3527.97,3590.0,3514.08,3590.0,109.50090700000001,389028.77766809997,1192,79.54452900000003
2017-09-22 20:00:00,3590.0,3645.18,3574.7,3595.87,126.24275599999997,455108.35423281987,1286,82.32947399999998
2017-09-23 00:00:00,3595.88,3628.0,3542.91,3605.0,95.78610199999996,343942.60159434,1000,44.165680999999985
2017-09-23 04:00:00,3614.87,3717.44,3600.9,3689.38,129.209377,475124.1603209799,1256,80.11181700000002
2017-09-23 08:00:00,3689.38,3798.9,3688.0,3798.0,125.64298500000001,469984.97012569994,1308,82.320574
2017-09-23 12:00:00,3798.9,3817.19,3717.57,3746.36,147.82602599999998,556883.4483811901,1385,84.693218
2017-09-23 16:00:00,3746.37,3779.52,3700.0,3779.5,146.838024,549727.91852777,1880,77.142617
2017-09-23 20:00:00,3766.41,3790.0,3718.12,3780.0,107.49027700000002,404043.90056513005,1573,63.512803
2017-09-24 00:00:00,3779.54,3789.99,3731.54,3782.9,113.26815999999998,426526.67390034,1528,50.59508200000001
2017-09-24 04:00:00,3782.9,3783.99,3622.76,3669.0,183.592756,677042.4174801599,2006,74.407898
2017-09-24 08:00:00,3668.0,3698.4,3627.19,3683.36,105.67391700000005,387069.8333790501,1596,45.787204999999986
2017-09-24 12:00:00,3674.22,3730.0,3674.21,3691.31,124.79452900000005,461724.07451370015,1722,63.097600000000014
2017-09-24 16:00:00,3707.89,3707.9,3624.38,3687.36,93.45859200000001,343255.72268609994,1344,35.702718999999995
2017-09-24 20:00:00,3665.68,3707.94,3650.7,3660.02,40.848436,150169.71424106008,528,21.348666
2017-09-25 00:00:00,3660.02,3772.0,3653.69,3751.0,143.242134,532271.5582954901,1526,61.67351999999999
2017-09-25 04:00:00,3750.01,3815.74,3750.0,3780.6,142.482302,539364.5936407499,1726,50.39765999999997
2017-09-25 08:00:00,3789.5,3807.53,3747.94,3781.05,88.75499800000001,335044.0803437601,1494,45.64123100000002
2017-09-25 12:00:00,3781.05,3945.0,3770.0,3910.01,165.38751499999998,638366.4009571001,2212,69.67328
2017-09-25 16:00:00,3915.01,3979.87,3887.8,3930.36,109.06407499999996,427759.78737824014,1680,44.59343500000001
2017-09-25 20:00:00,3934.68,3963.0,3904.19,3920.75,79.063689,311364.43256788,1102,26.860032999999994
2017-09-26 00:00:00,3928.0,3959.56,3886.67,3896.02,122.99707400000001,483677.63337343995,1727,60.562666
2017-09-26 04:00:00,3896.02,3940.0,3850.05,3925.0,127.30311200000003,494825.66472989006,1714,54.39604100000001
2017-09-26 08:00:00,3925.0,3949.92,3888.28,3949.45,75.04834499999996,294169.98155557003,1406,32.659251
2017-09-26 12:00:00,3950.0,3976.99,3892.51,3920.0,53.80083200000001,211935.18322921998,822,17.387661000000005
2017-09-26 16:00:00,3925.0,3939.99,3890.98,3906.13,40.08771699999999,156769.05006487996,881,17.317502
